"cell","tsbin","t","Method","Order.q","SC","qD","qD.LCL","qD.UCL","nT","nOcc","Sobs","Chat","GoodU","Mrate","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","occurrence_no","collection_no","reference_no","bin_midpoint","cell_lng","cell_lat"
"10","291.81_10",8.99974401620101,"Extrapolation",0,0.7,6.85,1.39375232604753,12.3062476739525,4,4,4,0.1818,0,0,4,0,0,0,0,0,0,0,0,0,4,3,3,"291.81",11.250000000675,65.0900301585986
"10","232.15_10",47.1260288359669,"Extrapolation",0,0.7,31.1,6.08047285119004,56.1195271488101,9,9,9,0.0303,0,0,9,0,0,0,0,0,0,0,0,0,9,4,2,"232.15",11.250000000675,65.0900301585986
"10","146.15_10",2.99992424816297,"Rarefaction",0,1,1,1,1,3,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3,3,1,"146.15",11.250000000675,65.0900301585986
"10","296.21_10",13.416342922486,"Rarefaction",0,0.699999982798249,7.77295679492651,4.09890959720393,11.4470039926491,23,23,10,0.8372,0.826086956521739,0.6,4,3,1,0,2,0,0,0,0,0,23,12,6,"296.21",11.250000000675,65.0900301585986
"10","278.85_10",1,"Observed",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"278.85",11.250000000675,65.0900301585986
"10","163.4_10",4.96936229591612,"Extrapolation",0,0.7,4.1,0.588930799671783,7.61106920032822,3,3,3,0.3333,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,"163.4",11.250000000675,65.0900301585986
"10","179.45_10",50.4486531582265,"Extrapolation",0,0.7,30.1323232323232,13.637740811823,46.6269056528233,44,44,28,0.6456,0.636363636363636,0.428571428571429,16,9,2,1,0,0,0,0,0,0,44,7,5,"179.45",11.250000000675,65.0900301585986
"10","248.3_10",17.0221269178601,"Rarefaction",0,0.700000379148397,9.69063033809303,4.24751670913503,15.133743967051,22,22,11,0.7888,0.772727272727273,0.545454545454545,5,4,1,0,0,1,0,0,0,0,22,15,5,"248.3",11.250000000675,65.0900301585986
"10","250.901_10",1,"Observed",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"250.901",11.250000000675,65.0900301585986
"10","270.65_10",2.73696559416621,"Extrapolation",0,0.851660504959029,2.27749075743854,0.541723276197575,4.01325823867951,2,2,2,0.6667,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,"270.65",11.250000000675,65.0900301585986
"10","244.082_10",35.9948217715341,"Rarefaction",0,0.69999995662156,20.4420418370239,18.2476398379843,22.6364438360635,181,181,35,0.9728,0.972375690607735,0.857142857142857,5,7,4,2,4,4,1,0,1,2,181,97,7,"244.082",11.250000000675,65.0900301585986
"10","106.85_10",46.844317433481,"Extrapolation",0,0.7,24.8384615384615,5.17639308003946,44.5005299968835,13,13,10,0.3972,0.384615384615385,0.2,8,1,1,0,0,0,0,0,0,0,13,6,2,"106.85",11.250000000675,65.0900301585986
"10","239.232_10",33.4690402557529,"Rarefaction",0,0.699999899673589,17.9314315344039,9.48926699789565,26.3735960709122,62,62,25,0.7924,0.790322580645161,0.48,13,4,2,0,4,0,1,1,0,0,62,34,7,"239.232",11.250000000675,65.0900301585986
"10","117.3_10",61.6817920334595,"Extrapolation",0,0.7,26.62,0,65.7202805139038,50,50,23,0.6816,0.68,0.304347826086957,16,2,0,2,1,0,1,0,0,1,50,14,2,"117.3",11.250000000675,65.0900301585986
"10","140.075_10",8.99995402033222,"Rarefaction",0,1,1,1,1,9,9,1,1,1,1,0,0,0,0,0,0,0,0,1,0,9,9,1,"140.075",11.250000000675,65.0900301585986
"100","69.1_100",2.99992424816297,"Rarefaction",0,1,1,1,1,3,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3,3,1,"69.1",-8.88409459604675,52.5676550152151
"100","35.805_100",318.481392638841,"Extrapolation",0,0.7,161.764855072459,133.870100656261,189.659609488657,240,240,136,0.6425,0.641666666666667,0.367647058823529,86,23,13,4,8,1,1,0,0,0,240,11,6,"35.805",-8.88409459604675,52.5676550152151
"100","319.3_100",1,"Observed",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"319.3",-8.88409459604675,52.5676550152151
"100","200.45_100",107.409021546053,"Extrapolation",0,0.7,59.6145833333333,0,137.415193914776,24,24,20,0.2988,0.291666666666667,0.15,17,2,1,0,0,0,0,0,0,0,24,4,1,"200.45",-8.88409459604675,52.5676550152151
"100","1.29585_100",2608.99448805803,"Extrapolation",0,0.7,1544.45,424.19660938688,2664.70339061312,66,66,66,5e-04,0,0,66,0,0,0,0,0,0,0,0,0,66,2,3,"1.29585",-8.88409459604675,52.5676550152151
"101","44.55_101",730.4980938694,"Extrapolation",0,0.7,439.3,164.105709551866,714.494290448134,35,35,35,0.0017,0,0,35,0,0,0,0,0,0,0,0,0,35,3,4,"44.55",-78.7500000007814,17.9259318937287
"101","30.6_101",67.8723677232646,"Extrapolation",0,0.7,37.2932624113475,4.31772022377157,70.2688045989234,47,47,30,0.6012,0.595744680851064,0.366666666666667,19,6,4,1,0,0,0,0,0,0,47,9,6,"30.6",-78.7500000007814,17.9259318937287
"101","9.438_101",2.73696559416621,"Extrapolation",0,0.851660504959029,2.27749075743854,0.728355343401968,3.82662617147512,2,2,2,0.6667,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,"9.438",-78.7500000007814,17.9259318937287
"101","1.29585_101",241.071450488647,"Extrapolation",0,0.7,142.664130434782,91.8983632789739,193.42989759059,115,115,89,0.4204,0.417391304347826,0.247191011235955,67,20,1,0,1,0,0,0,0,0,115,8,4,"1.29585",-78.7500000007814,17.9259318937287
"101","52.035_101",4.96936229591612,"Extrapolation",0,0.7,4.1,1.07902847551947,7.12097152448053,3,3,3,0.3333,0,0,3,0,0,0,0,0,0,0,0,0,3,2,2,"52.035",-78.7500000007814,17.9259318937287
"101","18.215_101",59.4971631206775,"Extrapolation",0,0.7,36.75,5.22061562921314,68.2793843707869,30,30,24,0.4135,0.4,0.25,18,6,0,0,0,0,0,0,0,0,30,4,3,"18.215",-78.7500000007814,17.9259318937287
"101","35.805_101",114.497015766719,"Extrapolation",0,0.7,55.5875949367091,31.4190660438353,79.756123829583,79,79,44,0.6472,0.645569620253165,0.363636363636364,28,5,5,4,2,0,0,0,0,0,79,11,8,"35.805",-78.7500000007814,17.9259318937287
"101","77.9_101",10.6598450594796,"Rarefaction",0,0.700000338741993,6.51767039712717,2.76393400635695,10.2714067878974,18,18,8,0.9101,0.888888888888889,0.75,2,4,1,0,1,0,0,0,0,0,18,5,1,"77.9",-78.7500000007814,17.9259318937287
"102","35.805_102",150.515123659728,"Extrapolation",0,0.7,75.8086956521739,6.54219517612185,145.075196128226,23,23,18,0.3518,0.347826086956522,0.166666666666667,15,1,2,0,0,0,0,0,0,0,23,13,4,"35.805",-70.7782823693433,21.1896109382409
"102","69.1_102",17.9409944961867,"Rarefaction",0,0.700000436656246,10.1870481134402,8.95585162030891,11.4182446065714,414,414,37,0.9929,0.992753623188406,0.918918918918919,3,17,2,3,1,1,1,0,0,0,414,187,14,"69.1",-70.7782823693433,21.1896109382409
"102","52.035_102",2.73696559416621,"Extrapolation",0,0.851660504959029,2.27749075743854,0,4.60798101483905,2,2,2,0.6667,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,"52.035",-70.7782823693433,21.1896109382409
"102","44.55_102",260.966256689781,"Extrapolation",0,0.7,129.033333333333,0,277.747010650374,30,30,23,0.3356,0.333333333333333,0.130434782608696,20,1,1,0,1,0,0,0,0,0,30,7,3,"44.55",-70.7782823693433,21.1896109382409
"102","163.4_102",1.14595648701149,"Rarefaction",0,0.666666666666667,1.09730432467433,0,2.64742868353452,3,3,2,0.8333,0.666666666666667,0.5,1,1,0,0,0,0,0,0,0,0,3,2,1,"163.4",-70.7782823693433,21.1896109382409
"102","84.65_102",1,"Observed",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"84.65",-70.7782823693433,21.1896109382409
"102","1.29585_102",198.596095021162,"Rarefaction",0,0.699999979405182,103.004873012709,82.4584100759307,123.551335949488,230,230,112,0.7268,0.726086956521739,0.4375,63,20,12,8,3,2,2,1,0,1,230,27,6,"1.29585",-70.7782823693433,21.1896109382409
"102","14.9_102",220.089038126861,"Extrapolation",0,0.7,103.900576067033,75.0929416968245,132.708210437242,201,201,98,0.6825,0.681592039800995,0.346938775510204,64,19,5,1,0,1,2,1,1,2,201,15,20,"14.9",-70.7782823693433,21.1896109382409
"102","0.00585_102",28.2680725223036,"Extrapolation",0,0.7,19.3,2.0514766979059,36.5485233020941,7,7,7,0.0526,0,0,7,0,0,0,0,0,0,0,0,0,7,2,3,"0.00585",-70.7782823693433,21.1896109382409
"102","18.215_102",233.153165239521,"Extrapolation",0,0.7,122.082099827885,89.0556364763279,155.108563179443,166,166,99,0.61,0.608433734939759,0.343434343434343,65,21,3,5,0,5,0,0,0,0,166,19,20,"18.215",-70.7782823693433,21.1896109382409
"102","6.2895_102",154.510699418716,"Rarefaction",0,0.699999987768063,82.5590009737625,78.2506550471283,86.8673469003967,2132,2132,240,0.9667,0.966697936210131,0.704166666666667,71,29,24,16,9,8,10,5,6,4,2132,134,28,"6.2895",-70.7782823693433,21.1896109382409
"102","21.745_102",3.81493565506672,"Rarefaction",0,0.8,2.72597426202669,0.691191067200903,4.76075745685247,5,5,3,0.9,0.8,0.666666666666667,1,2,0,0,0,0,0,0,0,0,5,3,1,"21.745",-70.7782823693433,21.1896109382409
"102","91.85_102",2.73696559416621,"Extrapolation",0,0.851660504959029,2.27749075743854,0.195978474111109,4.35900304076598,2,2,2,0.6667,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,"91.85",-70.7782823693433,21.1896109382409
"102","77.9_102",29.2259195559269,"Rarefaction",0,0.699999770508876,18.0084620875334,12.3896807225239,23.6272434525429,37,37,20,0.7938,0.783783783783784,0.6,8,7,5,0,0,0,0,0,0,0,37,11,7,"77.9",-70.7782823693433,21.1896109382409
"102","216.5_102",4.77566026069147,"Extrapolation",0,0.7,3.3,0,6.81783091607623,4,4,3,0.625,0.5,0.333333333333333,2,1,0,0,0,0,0,0,0,0,4,4,3,"216.5",-70.7782823693433,21.1896109382409
"102","172.8_102",3.81493565506672,"Rarefaction",0,0.8,2.72597426202669,0.779113822145157,4.67283470190822,5,5,3,0.9,0.8,0.666666666666667,1,2,0,0,0,0,0,0,0,0,5,4,1,"172.8",-70.7782823693433,21.1896109382409
"102","25.17_102",254.373043560652,"Extrapolation",0,0.7,148.609090909091,37.5065582510335,259.711623567148,22,22,21,0.0952,0.0909090909090909,0.0476190476190476,20,1,0,0,0,0,0,0,0,0,22,12,5,"25.17",-70.7782823693433,21.1896109382409
"102","30.6_102",118.987685596067,"Extrapolation",0,0.700000000000003,66.06,8.60419553527473,123.515804464725,25,25,21,0.2866,0.28,0.142857142857143,18,2,1,0,0,0,0,0,0,0,25,11,6,"30.6",-70.7782823693433,21.1896109382409
"102","4.4665_102",267.113339934338,"Rarefaction",0,0.700000017646997,141.498096078337,132.772637788549,150.223554368125,994,994,257,0.9106,0.91046277665996,0.653696498054475,89,49,32,17,16,5,15,5,4,5,994,76,32,"4.4665",-70.7782823693433,21.1896109382409
"102","9.438_102",211.238046730273,"Rarefaction",0,0.700000013843094,108.143955208398,99.9055407697761,116.382369647021,1374,1374,258,0.9331,0.933042212518195,0.643410852713178,92,33,31,31,11,5,10,2,5,3,1374,84,32,"9.438",-70.7782823693433,21.1896109382409
"102","12.725_102",233.319245397103,"Extrapolation",0,0.7,130.178787878788,0,320.617289818605,33,33,29,0.2159,0.212121212121212,0.103448275862069,26,2,1,0,0,0,0,0,0,0,33,4,10,"12.725",-70.7782823693433,21.1896109382409
"102","3.09_102",371.345806279752,"Extrapolation",0,0.7,226.299999999997,84.7436517749528,367.85634822504,25,25,25,0.0035,0,0,25,0,0,0,0,0,0,0,0,0,25,1,9,"3.09",-70.7782823693433,21.1896109382409
"103","179.45_103",4.96936229591612,"Extrapolation",0,0.7,4.1,1.14021806181925,7.05978193818075,3,3,3,0.3333,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2,"179.45",-64.0604123434548,26.6096361724813
"103","106.85_103",57.0693250005048,"Rarefaction",0,0.69999996042204,31.6133478847049,26.4836515055461,36.7430442638637,132,132,46,0.88,0.878787878787879,0.652173913043478,16,11,6,6,0,1,2,4,0,0,132,37,9,"106.85",-64.0604123434548,26.6096361724813
"103","146.15_103",12.6152098358547,"Extrapolation",0,0.7,6.8,3.18532889978446,10.4146711002155,8,8,5,0.5435,0.5,0.2,4,0,0,1,0,0,0,0,0,0,8,4,2,"146.15",-64.0604123434548,26.6096361724813
"103","163.4_103",2.73696559416621,"Extrapolation",0,0.851660504959029,2.27749075743854,0,4.60173862774937,2,2,2,0.6667,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,"163.4",-64.0604123434548,26.6096361724813
"103","117.3_103",35.147977937811,"Extrapolation",0,0.7,21.0777777777778,4.12121488500847,38.0343406705471,9,9,8,0.249,0.222222222222222,0.125,7,1,0,0,0,0,0,0,0,0,9,4,1,"117.3",-64.0604123434548,26.6096361724813
"103","188.55_103",8.67109431668752,"Extrapolation",0,0.7,4.225,2.54873871277179,5.9012612872282,8,8,4,0.6719,0.625,0.25,3,0,0,0,1,0,0,0,0,0,8,7,1,"188.55",-64.0604123434548,26.6096361724813
"103","158.15_103",1,"Observed",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"158.15",-64.0604123434548,26.6096361724813
"103","196.2_103",37.1478163936543,"Extrapolation",0,0.7,19.7534482758621,2.98149704478418,36.52539950694,29,29,17,0.6303,0.620689655172414,0.352941176470588,11,4,0,1,0,1,0,0,0,0,29,16,4,"196.2",-64.0604123434548,26.6096361724813
"103","97.2_103",93.0854191737647,"Extrapolation",0,0.7,50.8911877394636,36.0398388786356,65.7425366002917,87,87,49,0.6813,0.67816091954023,0.428571428571429,28,12,4,2,3,0,0,0,0,0,87,23,9,"97.2",-64.0604123434548,26.6096361724813
"104","97.2_104",77.770356044461,"Rarefaction",0,0.699999958241209,42.2342997192711,32.3333601792254,52.1352392593169,136,136,56,0.8099,0.808823529411765,0.535714285714286,26,10,8,6,0,3,1,1,1,0,136,29,1,"97.2",-56.84774841596,31.4913266269003
"104","196.2_104",18.9682074040626,"Rarefaction",0,0.700000091159426,10.7357783573581,7.15184675259858,14.3197099621177,51,51,17,0.8651,0.862745098039216,0.588235294117647,7,3,1,2,1,1,0,2,0,0,51,17,3,"196.2",-56.84774841596,31.4913266269003
"104","106.85_104",90.5682176533525,"Rarefaction",0,0.699999980715899,43.4241421965606,33.2869412097431,53.561343183378,260,260,79,0.8466,0.846153846153846,0.493670886075949,40,14,8,5,3,1,0,2,0,0,260,69,22,"106.85",-56.84774841596,31.4913266269003
"104","216.5_104",4.26713530231227,"Rarefaction",0,0.700000550903986,2.65885388146751,1.69120946392676,3.62649829900826,112,112,16,0.911,0.910714285714286,0.375,10,2,0,1,0,0,1,0,0,0,112,98,5,"216.5",-56.84774841596,31.4913266269003
"104","77.9_104",35.147977937811,"Extrapolation",0,0.7,21.0777777777778,0,44.2402774831848,9,9,8,0.249,0.222222222222222,0.125,7,1,0,0,0,0,0,0,0,0,9,4,4,"77.9",-56.84774841596,31.4913266269003
"104","166.75_104",22.4373968468516,"Rarefaction",0,0.700000144030639,11.9460357017631,10.7562946404535,13.1357767630727,588,588,40,0.9881,0.988095238095238,0.825,7,4,4,1,3,2,3,3,1,0,588,180,7,"166.75",-56.84774841596,31.4913266269003
"104","69.1_104",93.8080592027104,"Rarefaction",0,0.699999900901681,50.7262457267178,45.009674848755,56.4428166046807,377,377,91,0.9367,0.936339522546419,0.736263736263736,24,23,11,5,4,3,5,5,3,2,377,24,2,"69.1",-56.84774841596,31.4913266269003
"104","140.075_104",1,"Observed",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"140.075",-56.84774841596,31.4913266269003
"104","117.3_104",2.73696559416621,"Extrapolation",0,0.851660504959029,2.27749075743854,0,4.56455238631563,2,2,2,0.6667,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,"117.3",-56.84774841596,31.4913266269003
"104","172.8_104",2.73696559416621,"Extrapolation",0,0.851660504959029,2.27749075743854,0.367949028542848,4.18703248633424,2,2,2,0.6667,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,"172.8",-56.84774841596,31.4913266269003
"104","188.55_104",81.2591337716074,"Extrapolation",0,0.7,45.9943548387097,15.700618591045,76.2880910863744,31,31,24,0.3956,0.387096774193548,0.208333333333333,19,4,0,1,0,0,0,0,0,0,31,8,5,"188.55",-56.84774841596,31.4913266269003
"104","84.65_104",27.8129674216125,"Rarefaction",0,0.700000107677132,13.6417414986525,10.0973586364509,17.1861243608542,86,86,25,0.874,0.872093023255814,0.56,11,7,0,1,3,1,0,1,0,0,86,39,6,"84.65",-56.84774841596,31.4913266269003
"104","169.55_104",34.015446494909,"Rarefaction",0,0.700000109677992,18.176406413005,15.8650177823599,20.4877950436502,410,410,52,0.9562,0.95609756097561,0.653846153846154,18,5,4,4,1,3,3,0,3,1,410,141,7,"169.55",-56.84774841596,31.4913266269003
"104","163.4_104",18.8772906425456,"Rarefaction",0,0.699999816593507,9.98907751411327,6.98394558109417,12.9942094471324,44,44,15,0.8924,0.886363636363636,0.666666666666667,5,6,1,0,1,0,0,1,0,0,44,20,3,"163.4",-56.84774841596,31.4913266269003
"105","158.15_105",13.3779896109433,"Extrapolation",0,0.7,8.36666666666667,1.75812695892033,14.975206374413,6,6,5,0.3939,0.333333333333333,0.2,4,1,0,0,0,0,0,0,0,0,6,3,3,"158.15",-48.8251694023272,35.9866632612797
"105","216.5_105",4.77566026069147,"Extrapolation",0,0.7,3.3,0.357174589967455,6.24282541003254,4,4,3,0.625,0.5,0.333333333333333,2,1,0,0,0,0,0,0,0,0,4,3,2,"216.5",-48.8251694023272,35.9866632612797
"105","69.1_105",148.597151145406,"Rarefaction",0,0.699999931131974,84.4032280231629,79.309654150367,89.4968018959589,727,727,145,0.9602,0.960110041265475,0.8,29,21,18,9,12,9,6,8,7,8,727,14,3,"69.1",-48.8251694023272,35.9866632612797
"105","188.55_105",1.92929428249266,"Rarefaction",0,0.700001748342301,1.43731495646713,0.568670630456938,2.30595928247733,18,18,4,0.9006,0.888888888888889,0.5,2,0,1,0,0,0,0,0,0,0,18,17,1,"188.55",-48.8251694023272,35.9866632612797
"105","169.55_105",56.8696837888108,"Extrapolation",0,0.7,32.1051724137932,2.28774545704805,61.9225993705383,29,29,21,0.4924,0.482758620689655,0.285714285714286,15,4,2,0,0,0,0,0,0,0,29,5,3,"169.55",-48.8251694023272,35.9866632612797
"105","179.45_105",5.99994714508975,"Rarefaction",0,1,1,1,1,6,6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,6,6,1,"179.45",-48.8251694023272,35.9866632612797
"105","196.2_105",33.8913658527892,"Extrapolation",0,0.7,15.9588235294118,0,32.3403473861039,17,17,10,0.5955,0.588235294117647,0.3,7,1,1,0,1,0,0,0,0,0,17,8,4,"196.2",-48.8251694023272,35.9866632612797
"105","163.4_105",10.8255095953532,"Extrapolation",0,0.7,7.1,2.22294642811545,11.9770535718845,8,8,6,0.5625,0.5,0.333333333333333,4,2,0,0,0,0,0,0,0,0,8,2,1,"163.4",-48.8251694023272,35.9866632612797
"105","77.9_105",97.8544023518478,"Rarefaction",0,0.699999909893367,52.9526346773962,47.4430147645632,58.4622545902292,476,476,108,0.9161,0.915966386554622,0.62962962962963,40,18,9,7,4,5,2,2,4,3,476,26,4,"77.9",-48.8251694023272,35.9866632612797
"106","84.65_106",2.73696559416621,"Extrapolation",0,0.851660504959029,2.27749075743854,0.756568484978055,3.79841302989903,2,2,2,0.6667,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,"84.65",-41.550045338151,39.966949304919
"106","77.9_106",132.498850055587,"Rarefaction",0,0.69999997953056,71.0465779841358,66.0083962650557,76.0847597032158,821,821,147,0.9501,0.950060901339829,0.72108843537415,41,19,18,10,10,5,5,11,3,4,821,70,19,"77.9",-41.550045338151,39.966949304919
"106","69.1_106",1,"Observed",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"69.1",-41.550045338151,39.966949304919
"107","265.59_107",28.4715579704353,"Rarefaction",0,0.699999833885952,16.1233327362769,13.8638326357324,18.3828328368213,215,215,35,0.9537,0.953488372093023,0.714285714285714,10,5,5,0,1,1,0,1,3,0,215,42,2,"265.59",-32.660645445665,42.9777833328316
"107","286.7_107",55.9912177136248,"Rarefaction",0,0.69999994811492,31.8353877018206,25.7916837079755,37.8790916956657,108,108,43,0.8441,0.842592592592593,0.604651162790698,17,9,5,4,7,0,1,0,0,0,108,19,4,"286.7",-32.660645445665,42.9777833328316
"108","270.65_108",50.1177017892385,"Rarefaction",0,0.69999999273773,25.926861409292,20.940153066872,30.9135697517121,169,169,47,0.8942,0.893491124260355,0.617021276595745,18,10,7,2,1,1,1,2,2,0,169,62,8,"270.65",-23.2376154155798,44.5296219666568
"108","265.59_108",47.1260288359669,"Extrapolation",0,0.7,31.1,6.31427841147335,55.8857215885267,9,9,9,0.0303,0,0,9,0,0,0,0,0,0,0,0,0,9,4,2,"265.59",-23.2376154155798,44.5296219666568
"109","270.65_109",1,"Observed",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"270.65",-12.0046399256354,46.0460435572826
"109","250.901_109",1,"Observed",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"250.901",-12.0046399256354,46.0460435572826
"11","9.438_11",38.9089448506731,"Rarefaction",0,0.700000040968646,21.9154258843014,19.0414928259239,24.789358942679,204,204,40,0.9462,0.946078431372549,0.725,11,2,6,4,2,2,3,3,2,1,204,31,3,"9.438",-162.165568936319,52.5833589677811
"11","4.4665_11",2.73696559416621,"Extrapolation",0,0.851660504959029,2.27749075743854,0.358225332879162,4.19675618199792,2,2,2,0.6667,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,"4.4665",-162.165568936319,52.5833589677811
"110","1.29585_110",556.416407478588,"Rarefaction",0,0.700000007397507,302.42697373511,275.473624385721,329.3803230845,658,658,331,0.7359,0.735562310030395,0.474320241691843,174,65,44,28,14,3,2,1,0,0,658,17,8,"1.29585",-78.7500000005551,10.8100218778118
"110","21.745_110",113.180551581555,"Rarefaction",0,0.699999979514216,62.1045059669708,56.9380553028456,67.2709566310959,361,361,100,0.9284,0.92797783933518,0.74,26,25,13,11,4,4,5,3,2,2,361,33,7,"21.745",-78.7500000005551,10.8100218778118
"110","35.805_110",38.9384765161258,"Rarefaction",0,0.700000083296214,22.1831820960291,19.2828718547908,25.0834923372674,111,111,34,0.9112,0.90990990990991,0.705882352941177,10,8,2,5,2,4,0,2,1,0,111,13,5,"35.805",-78.7500000005551,10.8100218778118
"110","4.4665_110",365.224027752163,"Rarefaction",0,0.69999998948836,185.090263086708,163.449409534367,206.731116639048,742,742,273,0.8142,0.814016172506739,0.494505494505495,138,51,24,14,13,7,8,4,5,1,742,67,16,"4.4665",-78.7500000005551,10.8100218778118
"110","3.09_110",319.826231360789,"Rarefaction",0,0.700000021962693,171.097326801551,162.044632612096,180.150020991006,1834,1834,364,0.9379,0.937840785169029,0.686813186813187,114,68,36,23,15,17,8,9,12,10,1834,72,27,"3.09",-78.7500000005551,10.8100218778118
