"bin_midpoint","stage","max_abs_lat_Northern","max_abs_lat_Southern","prop_cells_ge_60_Northern","prop_cells_ge_60_Southern","prop_cells_ge_66_5_Northern","prop_cells_ge_66_5_Southern","prop_cells_ge_70_Northern","prop_cells_ge_70_Southern","prop_cells_ge_75_Northern","prop_cells_ge_75_Southern","reaches_60_Northern","reaches_60_Southern","reaches_66_5_Northern","reaches_66_5_Southern","reaches_70_Northern","reaches_70_Southern","reaches_75_Northern","reaches_75_Southern","both_reach_60","both_reach_66_5","both_reach_70","both_reach_75","max_abs_lat_diff","prop_cells_ge_60_diff","prop_cells_ge_70_diff"
123.585,"Barremian",75.4880138837914,46.4466190841037,0.08,0,0.08,0,0.04,0,0.04,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.0413947996877,0.08,0.04
146.15,"Tithonian",79.841380966896,86.3874557702248,0.214285714285714,0.166666666666667,0.19047619047619,0.0833333333333333,0.119047619047619,0.0833333333333333,0.0952380952380952,0.0833333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6.54607480332881,0.0476190476190476,0.0357142857142857
169.55,"Bajocian",75.48801388357,79.8413809614323,0.105263157894737,0.230769230769231,0.0789473684210526,0.230769230769231,0.0526315789473684,0.153846153846154,0.0263157894736842,0.0769230769230769,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.35336707786229,0.125506072874494,0.101214574898785
179.45,"Toarcian",79.8413809657469,79.8413809614323,0.146341463414634,0.307692307692308,0.0731707317073171,0.230769230769231,0.0731707317073171,0.230769230769231,0.048780487804878,0.0769230769230769,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.31460023264663e-09,0.161350844277674,0.157598499061914
188.55,"Pliensbachian",82.9884517635243,79.8413809614323,0.204081632653061,0.4,0.204081632653061,0.3,0.183673469387755,0.3,0.102040816326531,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.147070802092,0.195918367346939,0.116326530612245
196.2,"Sinemurian",71.9435853513676,71.9435853461596,0.0540540540540541,0.111111111111111,0.0540540540540541,0.111111111111111,0.027027027027027,0.111111111111111,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,5.20800824688195e-09,0.057057057057057,0.0840840840840841
216.5,"Norian",86.38745577256,75.488013877991,0.183098591549296,0.166666666666667,0.140845070422535,0.166666666666667,0.112676056338028,0.111111111111111,0.0985915492957746,0.0555555555555556,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.899441894569,0.0164319248826291,0.00156494522691707
244.082,"Anisian",79.1899781207881,73.8495458962554,0.171428571428571,0.125,0.114285714285714,0.125,0.0857142857142857,0.125,0.0285714285714286,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5.34043222453269,0.0464285714285714,0.0392857142857143
248.3,"Olenekian",79.1899781207881,47.8962635956082,0.153846153846154,0,0.115384615384615,0,0.0769230769230769,0,0.0384615384615385,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31.2937145251799,0.153846153846154,0.0769230769230769
250.901,"Induan",79.1899781207881,58.4975317610932,0.142857142857143,0,0.114285714285714,0,0.0857142857142857,0,0.0285714285714286,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20.6924463596949,0.142857142857143,0.0857142857142857
253.021,"Changhsingian",79.1899781207881,79.1899781207528,0.15,0.0952380952380952,0.15,0.0952380952380952,0.1,0.0952380952380952,0.05,0.0476190476190476,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.52997631125618e-11,0.0547619047619048,0.00476190476190477
256.825,"Wuchiapingian",73.8495458967467,79.8413809635514,0.0810810810810811,0.1875,0.0540540540540541,0.125,0.027027027027027,0.125,0,0.0625,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5.9918350668047,0.106418918918919,0.097972972972973
261.895,"Capitanian",79.1899781207881,73.8495458962554,0.15625,0.111111111111111,0.125,0.0740740740740741,0.09375,0.0740740740740741,0.03125,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5.34043222453269,0.0451388888888889,0.0196759259259259
265.59,"Wordian",79.1899781207881,79.8413809635514,0.131578947368421,0.15625,0.105263157894737,0.125,0.0789473684210526,0.125,0.0263157894736842,0.0625,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.651402842763304,0.024671052631579,0.0460526315789474
270.65,"Roadian",79.1899781207881,79.8413809635514,0.14,0.171428571428571,0.1,0.114285714285714,0.08,0.0857142857142857,0.02,0.0571428571428571,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.651402842763304,0.0314285714285714,0.00571428571428571
278.85,"Kungurian",73.8495458967467,79.1899781207528,0.131578947368421,0.137931034482759,0.0789473684210526,0.103448275862069,0.0526315789473684,0.0689655172413793,0,0.0344827586206897,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5.34043222400609,0.00635208711433757,0.0163339382940109
286.7,"Artinskian",67.4252297651009,73.8495458962554,0.0769230769230769,0.133333333333333,0.0384615384615385,0.0666666666666667,0,0.0333333333333333,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6.42431613115451,0.0564102564102564,0.0333333333333333
291.81,"Sakmarian",67.4252297651009,73.8495458962554,0.0714285714285714,0.181818181818182,0.0357142857142857,0.0909090909090909,0,0.0303030303030303,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6.42431613115451,0.11038961038961,0.0303030303030303
296.21,"Asselian",67.4252297651009,67.5278428576295,0.0645161290322581,0.142857142857143,0.032258064516129,0.0714285714285714,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.1026130925286,0.0783410138248848,0
301.3,"Gzhelian",59.758556912795,47.4513518070801,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.3072051057149,0,0
311.1,"Moscovian",58.282525589545,59.7688858665396,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.4863602769946,0,0
319.3,"Bashkirian",58.282525589545,67.5278428576295,0,0.0769230769230769,0,0.0384615384615385,0,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.24531726808449,0.0769230769230769,0
402.045,"Emsian",39.9747255378545,86.3874557702248,0,0.206349206349206,0,0.158730158730159,0,0.126984126984127,0,0.0634920634920635,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46.4127302323703,0.206349206349206,0.126984126984127
428.65,"Homerian",45.5739942769584,73.8495458935612,0,0.0625,0,0.03125,0,0.03125,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.2755516166028,0.0625,0.03125
435.75,"Telychian",39.9747255378545,82.9884517690208,0,0.162790697674419,0,0.13953488372093,0,0.13953488372093,0,0.0930232558139535,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,43.0137262311663,0.162790697674419,0.13953488372093
441.8,"Rhuddanian",31.8079668257209,63.750052708828,0,0.05,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.9420858831071,0.05,0
470.35,"Dapingian",35.2643896801726,62.2141685377112,0,0.0555555555555556,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.9497788575386,0.0555555555555556,0
474.2,"Floian",35.2643896801726,82.9884517580278,0,0.14,0,0.1,0,0.06,0,0.06,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47.7240620778552,0.14,0.06
