"bin_midpoint","stage.x","hemisphere","slope","slope_mean","slope_sd","slope_lower_95","slope_upper_95","intercept","slope_se","p_value","r_squared","n_cells_model","n_resamples_valid","prop_negative","prop_positive","k_sample","slope_filter_id","slope_qc_type","slope_occurrence_min","slope_collection_min","method_group","slope_metric","quantile","n_cells","n_valid_lat_bins","min_abs_lat_bin_mid","max_abs_lat_bin_mid","lat_range_diagnostic","has_tropical","has_temperate","has_polar","sum_nT","mean_nT","median_nT","min_nT","max_nT","has_adjacent_tt","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","pass_tropical","pass_temperate","pass_polar","pass_adjacent_tt","pass_n_lat_bins","label","color","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","require_tropical","require_temperate","require_polar","require_adjacent_tt","require_min_lat_bins","sampling_profile_dissim","slope_90deg","slope_sampled_range","interval_width","slope_direction","method","lat_range","min_abs_lat","max_abs_lat","bin","stage.y","short","bottom","top","dur","climate_state","climate_color"
25.17,"Chattian","Northern",0.196438626861968,0.276715599439781,0.417843420973266,-0.369035096548044,1.12725655395176,24.6060060266748,0.594436449317873,0.629740150390479,0.0350267333870603,9,100,0.32,0.68,3,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,19,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,3391,178.473684210526,143,19,839,FALSE,3,9,6.33333333333333,7,0.48237638894272,0.473684210526316,0.473684210526316,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.138157894736842,17.6794764175771,11.0338686841387,1.49629165049981,"reverse_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,87,"Chattian","Cht",27.3,23.04,4.26,"Transitional","#E4E4E4"
30.6,"Rupelian","Northern",0.410281030684787,0.420753391597582,0.096259852899229,0.167126799404908,0.585041943542608,11.1270832031716,0.339711467182833,0.240891506915794,0.071611389455819,21,100,0,1,7,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,23,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,7037,305.95652173913,114,5,1633,FALSE,7,8,7.66666666666667,8,0.0753065568508208,0.91304347826087,0.347826086956522,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.0217391304347826,36.9252927616308,23.0452996362576,0.4179151441377,"reverse_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,86,"Rupelian","Rup",33.9,27.3,6.6,"Transitional","#E4E4E4"
35.805,"Priabonian","Northern",0.502903509892763,0.480339246403903,0.172062689937475,0.130872896680895,0.774202543136042,14.6569712729024,0.406424048926981,0.27144170541207,0.11932364460201,12,100,0,1,4,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,25,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4480,179.2,123,8,982,FALSE,4,14,8.33333333333333,7,0.615792172733626,0.48,0.56,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.188571428571429,45.2613158903486,28.2478623353865,0.643329646455147,"reverse_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,85,"Priabonian","Prb",37.71,33.9,3.81,"Warmhouse","#DECABC"
39.37,"Bartonian","Northern",-0.0570599060447407,0.503097978660088,1.14554330995127,-0.333205508685609,3.04765699295934,13.4714401254966,0.501686206611805,0.702865326375301,0.202478070663316,3,100,0.56,0.44,1,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,21,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,10523,501.095238095238,76,5,4277,FALSE,1,13,7,7,0.857142857142857,0.142857142857143,0.619047619047619,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.303571428571429,-5.13539154402666,-3.20502907439565,3.38086250164494,"normal_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,84,"Bartonian","Brt",41.03,37.71,3.32,"Warmhouse","#DECABC"
44.55,"Lutetian","Northern",0.148704500149196,0.148269940046448,0.0250415123427726,0.110628447259878,0.199378120233356,15.894649192777,0.333156812862732,0.662017737845934,0.0122454667302467,18,100,0,1,6,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,25,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,7926,317.04,101,16,1675,FALSE,6,13,8.33333333333333,6,0.484974226119286,0.72,0.52,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.54,13.3834050134277,8.35266441024179,0.0887496729734783,"reverse_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,83,"Lutetian","Lut",48.07,41.03,7.04,"Warmhouse","#DECABC"
52.035,"Ypresian","Northern",0.614519946166933,0.59584137957602,0.317837516123819,0.112163318530019,1.13383880435974,16.0994201342224,0.687459385450037,0.419222068358384,0.168256731923497,6,100,0,1,2,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,16,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,5974,373.375,208.5,19,1149,FALSE,2,11,5.33333333333333,3,0.924915536684296,0.375,0.6875,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.9375,55.3067951550239,34.517306998661,1.02167548582972,"reverse_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,82,"Ypresian","Ypr",56,48.07,7.93,"Hothouse","#D6B6B7"
57.62,"Thanetian","Northern",-0.123801447372997,0.780831036527467,1.00685554238383,-0.331977493911465,2.14713193884209,19.498917394027,0.823995664445706,0.401858136713005,0.65172998008666,3,100,0.52,0.48,1,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,10,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2138,213.8,134.5,23,825,FALSE,1,7,3.33333333333333,2,0.964365076099295,0.3,0.7,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.15,-11.1421302635697,-6.95387121688557,2.47910943275356,"normal_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,81,"Thanetian","Th",59.24,56,3.24,"Warmhouse","#DECABC"
60.45,"Selandian","Northern",0.590810386578334,0.590810386578334,1.11581612311974e-16,0.590810386578334,0.590810386578334,47.1236273825276,0.866255910446853,0.565610601977464,0.188694149114381,4,100,0,1,2,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,4,2,30.640768,65.905157,35.264389,FALSE,TRUE,TRUE,1178,294.5,298.5,87,494,FALSE,0,2,1.33333333333333,2,0.866025403784439,0,0.5,FALSE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.5,53.17293479205,20.8345672975387,2.22044604925031e-16,"reverse_LDG","grid_cell_balanced_resampling_OLS",35.264389,30.640768,65.905157,80,"Selandian","Se",61.66,59.24,2.42,"Hothouse","#D6B6B7"
63.83,"Danian","Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,8,2,30.640768,65.905157,35.264389,FALSE,TRUE,TRUE,2490,311.25,253,5,835,FALSE,0,7,2.66666666666667,1,1.41972708645007,0,0.875,FALSE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.589285714285714,NA,NA,NA,NA,"grid_cell_balanced_resampling_OLS",35.264389,30.640768,65.905157,79,"Danian","Dan",66,61.66,4.34,"Hothouse","#D6B6B7"
69.1,"Maastrichtian","Northern",0.638366084912796,0.614401010991325,0.15937477945165,0.325059102496562,0.893347645982764,6.43318051583782,0.420920499865207,0.154709822318244,0.149422757587105,15,100,0,1,5,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,27,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,15192,562.666666666667,172,7,7149,FALSE,5,15,9,7,0.587944735792131,0.555555555555556,0.555555555555556,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.277777777777778,57.4529476421517,35.8567338097153,0.568288543486202,"reverse_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,78,"Maastrichtian","Maa",72.2,66,6.2,"Transitional","#E4E4E4"
77.9,"Campanian","Northern",0.00825303589290076,0.0226350041337004,0.0875315383672111,-0.110606241449731,0.213064351277192,11.6926452031066,0.136819752525581,0.735149236482464,0.00735339127833273,18,100,0.46,0.54,6,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,47,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,6805,144.787234042553,43,5,1185,FALSE,6,22,15.6666666666667,19,0.542865992432897,0.382978723404255,0.468085106382979,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.408510638297872,0.742773230361068,0.463569287478976,0.323670592726922,"reverse_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,77,"Campanian","Cam",83.6,72.2,11.4,"Warmhouse","#DECABC"
84.65,"Santonian","Northern",0.041702976330824,0.236865414525897,0.511363949267409,-0.28040434785477,1.4816276862862,14.6463358581761,0.227087204464067,0.515738839481487,0.112513509819501,6,100,0.44,0.56,2,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,20,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1224,61.2,29.5,5,220,FALSE,2,9,6.66666666666667,9,0.606217782649107,0.3,0.45,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.15,3.75326786977416,2.3424372890541,1.76203203414098,"reverse_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,76,"Santonian","San",85.7,83.6,2.1,"Hothouse","#D6B6B7"
87.75,"Coniacian","Northern",-0.53515669246955,-0.3632573076801,0.399407958417275,-0.814312084665188,0.476693037131375,36.4630210449334,0.294102826351152,0.131263545272773,0.472647841660355,6,100,0.72,0.28,2,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,20,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,691,34.55,18,5,168,FALSE,2,9,6.66666666666667,9,0.606217782649107,0.3,0.45,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.6,-48.1641023222595,-30.0595089900329,1.29100512179656,"normal_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,75,"Coniacian","Con",89.8,85.7,4.1,"Hothouse","#D6B6B7"
91.85,"Turonian","Northern",-0.702450062499166,-0.672442298611852,0.279410668671157,-1.12476523067058,-0.0246842080007721,53.0670830280044,0.469096707541389,0.19021854585725,0.383028983069427,6,100,0.97,0.03,2,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,29,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2708,93.3793103448276,34,5,612,FALSE,2,16,9.66666666666667,11,0.733924022544578,0.206896551724138,0.551724137931034,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.896551724137931,-63.2205056249249,-39.4563018006998,1.10008102266981,"normal_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,74,"Turonian","Tur",93.9,89.8,4.1,"Hothouse","#D6B6B7"
97.2,"Cenomanian","Northern",-0.234096488157425,-0.232371823721867,0.0452449446068013,-0.342845542470906,-0.153113714339244,39.329796913177,0.330240086129129,0.486456503575465,0.025830825323652,21,100,1,0,7,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,29,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4795,165.344827586207,63,6,957,FALSE,7,15,9.66666666666667,7,0.477807119329345,0.724137931034483,0.517241379310345,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.280788177339901,-21.0686839341682,-13.1490936940934,0.189731828131662,"normal_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,73,"Cenomanian","Cen",100.5,93.9,6.6,"Hothouse","#D6B6B7"
106.85,"Albian","Northern",-0.155861601985121,-0.144601519813508,0.107536276599951,-0.310379103384972,0.0985235988388333,20.3824535918946,0.19579623426858,0.485214848978773,0.0499866856377527,12,100,0.93,0.07,4,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,25,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2437,97.48,28,5,402,FALSE,4,11,8.33333333333333,10,0.454312667664022,0.48,0.44,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.402857142857143,-14.0275441786609,-8.75467557819853,0.408902702223805,"normal_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,72,"Albian","Alb",113.2,100.5,12.7,"Warmhouse","#DECABC"
117.3,"Aptian","Northern",-0.426736757331358,-0.427695094093456,0.226510313468108,-0.969375151472378,-0.0221009907659807,44.1617400101603,0.363032835296845,0.367140097166251,0.205112638158862,6,100,0.98,0.02,2,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,19,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2036,107.157894736842,50,6,633,FALSE,2,11,6.33333333333333,6,0.711986803077299,0.315789473684211,0.578947368421053,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.270676691729323,-38.4063081598222,-23.9696103475513,0.947274160706398,"normal_LDG","grid_cell_balanced_resampling_OLS",56.169547,9.73561,65.905157,71,"Aptian","Apt",121.4,113.2,8.2,"Hothouse","#D6B6B7"
123.585,"Barremian","Northern",-0.464222419274626,-0.511961383039463,0.294016477617268,-1.11695514927985,-0.0114353123753086,55.9363665480701,1.02383652987524,0.695803235509176,0.0423120902335537,6,100,1,0,3,"occurrence5","occurrence",5,NA,"per_cell_balanced_resampling_OLS","median_resampled_slope",NA,8,2,30.640768,65.905157,35.264389,FALSE,TRUE,TRUE,180,22.5,19,5,55,FALSE,0,5,2.66666666666667,3,0.943729304408844,0,0.625,FALSE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,0.0416666666666666,-41.7800177347163,-16.3705199758215,1.10551983690454,"normal_LDG","grid_cell_balanced_resampling_OLS",35.264389,30.640768,65.905157,70,"Barremian","Bar",125.77,121.4,4.37,"Hothouse","#D6B6B7"
