"bin_midpoint","stage","max_abs_lat_Northern","max_abs_lat_Southern","prop_cells_ge_60_Northern","prop_cells_ge_60_Southern","prop_cells_ge_66_5_Northern","prop_cells_ge_66_5_Southern","prop_cells_ge_70_Northern","prop_cells_ge_70_Southern","prop_cells_ge_75_Northern","prop_cells_ge_75_Southern","reaches_60_Northern","reaches_60_Southern","reaches_66_5_Northern","reaches_66_5_Southern","reaches_70_Northern","reaches_70_Southern","reaches_75_Northern","reaches_75_Southern","both_reach_60","both_reach_66_5","both_reach_70","both_reach_75","max_abs_lat_diff","prop_cells_ge_60_diff","prop_cells_ge_70_diff"
253.021,"Changhsingian",80.06868165,75.94987466,0.1875,0.0740740740740741,0.166666666666667,0.0740740740740741,0.125,0.0740740740740741,0.0833333333333333,0.0740740740740741,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.11880699,0.113425925925926,0.0509259259259259
256.825,"Wuchiapingian",78.13514109,79.84138096,0.113636363636364,0.263157894736842,0.0795454545454545,0.12280701754386,0.0568181818181818,0.12280701754386,0.0227272727272727,0.105263157894737,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.70623986999999,0.149521531100478,0.0659888357256778
261.895,"Capitanian",79.18997812,74.43377065,0.197183098591549,0.111111111111111,0.126760563380282,0.111111111111111,0.0845070422535211,0.0833333333333333,0.0422535211267606,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4.75620747000001,0.0860719874804382,0.0011737089201878
265.59,"Wordian",79.18997812,80.29781125,0.226666666666667,0.258620689655172,0.146666666666667,0.137931034482759,0.12,0.103448275862069,0.04,0.0689655172413793,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.10783312999999,0.0319540229885058,0.016551724137931
270.65,"Roadian",76.80636446,80.06868165,0.161904761904762,0.153846153846154,0.104761904761905,0.0769230769230769,0.0761904761904762,0.0461538461538462,0.019047619047619,0.0307692307692308,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.26231719,0.00805860805860806,0.03003663003663
278.85,"Kungurian",74.43377065,77.73177818,0.15625,0.131147540983607,0.104166666666667,0.0655737704918033,0.0416666666666667,0.0327868852459016,0,0.0327868852459016,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3.29800753000001,0.0251024590163934,0.00887978142076502
286.7,"Artinskian",67.2811723,73.66054641,0.087719298245614,0.125,0.0350877192982456,0.0357142857142857,0,0.0178571428571429,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6.37937411,0.037280701754386,0.0178571428571429
291.81,"Sakmarian",67.42522977,71.71225682,0.125,0.166666666666667,0.0357142857142857,0.0833333333333333,0,0.0333333333333333,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4.28702704999999,0.0416666666666667,0.0333333333333333
296.21,"Asselian",64.88777333,69.56483948,0.142857142857143,0.116279069767442,0,0.0697674418604651,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.67706615,0.026578073089701,0
301.3,"Gzhelian",64.72239376,48.58659212,0.125,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.13580164,0.125,0
311.1,"Moscovian",58.91103476,59.89823747,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.987202709999998,0,0
319.3,"Bashkirian",58.91103476,63.2969896,0,0.0512820512820513,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.38595484,0.0512820512820513,0
385.13,"Givetian",37.31109239,84.0625449,0,0.131313131313131,0,0.101010101010101,0,0.0707070707070707,0,0.0505050505050505,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46.75145251,0.131313131313131,0.0707070707070707
402.045,"Emsian",42.16216858,83.98251402,0,0.203252032520325,0,0.130081300813008,0,0.113821138211382,0,0.0731707317073171,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41.82034544,0.203252032520325,0.113821138211382
428.65,"Homerian",44.18480028,78.13514108,0,0.0784313725490196,0,0.0392156862745098,0,0.0392156862745098,0,0.0196078431372549,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,33.9503408,0.0784313725490196,0.0392156862745098
435.75,"Telychian",38.44920586,85.16266203,0,0.102564102564103,0,0.0897435897435897,0,0.0769230769230769,0,0.0512820512820513,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46.71345617,0.102564102564103,0.0769230769230769
441.8,"Rhuddanian",33.22344509,62.54558616,0,0.027027027027027,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.32214107,0.027027027027027,0
474.2,"Floian",32.71487219,82.98845176,0,0.120481927710843,0,0.0843373493975904,0,0.0481927710843374,0,0.0481927710843374,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50.27357957,0.120481927710843,0.0481927710843374
