"method_group","slope_metric","Analysis scope","QC Scenario","Group 1","Group 2","n1","n2","Median difference","W statistics","p value","p-adjusted value"
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Coolhouse",14,21,-0.260471043735007,101,0.0627532357187345,0.105530179364983
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coolhouse","Transitional",21,20,-0.105469474254327,154,0.0738711255554883,0.105530179364983
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coolhouse","Warmhouse",21,18,-0.071646231392848,136,0.0695674920340921,0.105530179364983
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Transitional","Hothouse",20,16,-0.0187956836519244,129,0.165776710467146,0.184196344963496
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Warmhouse","Hothouse",18,16,-0.0526189265134033,114,0.154375407363478,0.184196344963496
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Transitional","Warmhouse",20,18,0.0338232428614789,178,0.482510829369645,0.482510829369645
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coolhouse","Hothouse",10,6,-0.15960063983554,7,0.00733412981253688,0.0733412981253688
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Transitional","Hothouse",6,6,-0.15585352606542,4,0.0153194939688516,0.0765974698442582
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Hothouse",6,6,-0.320480785143891,7,0.0463479012789063,0.154493004263021
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coolhouse","Warmhouse",10,11,-0.0710881027871157,36,0.096333347999436,0.209008211688364
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Warmhouse","Hothouse",11,6,-0.0885125370484242,20,0.104504105844182,0.209008211688364
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Warmhouse",6,11,-0.231968248095467,23,0.169842983427764,0.280677627811024
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Transitional","Warmhouse",6,11,-0.0673409890169961,24,0.196474339467717,0.280677627811024
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Coolhouse",6,10,-0.160880145308351,23,0.240397654088825,0.300497067611032
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Transitional",6,6,-0.164627259078471,18,0.53190685326347,0.591007614737189
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coolhouse","Transitional",10,6,-0.00374711377011952,32,0.60686719333358,0.60686719333358
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Warmhouse",6,14,-0.267861858630488,17,0.021654071405396,0.11331890519493
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Hothouse",6,6,-0.320480785143891,5,0.0226637810389861,0.11331890519493
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Transitional",6,12,-0.28130113236293,21,0.0872240005123173,0.218060001280793
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coolhouse","Hothouse",12,6,-0.0876549989520447,21,0.0872240005123173,0.218060001280793
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Transitional","Hothouse",12,6,-0.0391796527809606,23,0.120853206003882,0.221258657461561
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Warmhouse","Hothouse",14,6,-0.0526189265134033,28,0.132755194476937,0.221258657461561
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Coolhouse",6,12,-0.232825786191846,25,0.162701590240056,0.23243084320008
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coolhouse","Warmhouse",12,14,-0.0350360724386414,69,0.227894263527751,0.284867829409688
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coolhouse","Transitional",12,12,-0.0484753461710841,65,0.353726983851037,0.353726983851037
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Transitional","Warmhouse",12,14,0.0134392737324427,75,0.330985756425734,0.353726983851037
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Coolhouse",2,3,-0.0927933202017954,0,0.0744573365893828,0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Warmhouse",2,8,-0.3463553879922,0,0.0250930933844877,0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Hothouse",2,3,-0.532524112972246,0,0.0744573365893828,0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coolhouse","Warmhouse",3,8,-0.253562067790404,4,0.06289321231947,0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coolhouse","Hothouse",3,3,-0.43973079277045,0,0.0404277991850261,0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Transitional","Hothouse",4,3,-0.312654536555363,0,0.0259149636089548,0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Warmhouse","Hothouse",8,3,-0.186168724980046,4,0.06289321231947,0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Transitional","Warmhouse",4,8,-0.126485811575317,9,0.134803052284104,0.168503815355131
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Transitional",2,4,-0.219869576416883,2,0.243726645182017,0.270807383535575
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coolhouse","Transitional",3,4,-0.127076256215087,5,0.429841897599333,0.429841897599333
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Warmhouse",24,30,-0.526948753393644,91,1.47705413502975e-06,1.47705413502975e-05
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Hothouse",24,27,-0.550992375911323,97,9.58496587334292e-06,4.79248293667146e-05
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Transitional",24,32,-0.495546497943143,148,4.82770177761174e-05,0.000160923392587058
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coolhouse","Warmhouse",32,30,-0.227897309996921,268,0.00144515777066809,0.00361289442667022
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Coolhouse",24,32,-0.299051443396723,215,0.00263706081505493,0.00527412163010987
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coolhouse","Hothouse",32,27,-0.2519409325146,279,0.0101646623109256,0.0169411038515427
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coolhouse","Transitional",32,32,-0.19649505454642,396,0.0604704626124366,0.0863863751606238
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Transitional","Warmhouse",32,30,-0.0314022554505011,387,0.0962965745876753,0.120370718234594
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Transitional","Hothouse",32,27,-0.0554458779681803,355,0.122230155214834,0.135811283572038
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Warmhouse","Hothouse",30,27,-0.0240436225176792,393,0.427087427459223,0.427087427459223
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coolhouse","Hothouse",17,14,-0.272697221750905,38,0.000698224895211261,0.00698224895211261
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Warmhouse",9,21,-0.329139711924021,33,0.00288447125732002,0.00721117814330006
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Hothouse",9,14,-0.395914579517662,18,0.00252962768135417,0.00721117814330006
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coolhouse","Warmhouse",17,21,-0.205922354157264,78,0.00166352544614362,0.00721117814330006
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Transitional","Hothouse",17,14,-0.152858634740968,65,0.0168501207699733,0.0337002415399465
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Transitional",9,17,-0.243055944776694,47,0.0590254316845888,0.0843220452636983
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Warmhouse","Hothouse",21,14,-0.0667748675936404,99,0.0548649662285609,0.0843220452636983
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Coolhouse",9,17,-0.123217357766757,51,0.0889224790269716,0.0988027544744129
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Transitional","Warmhouse",17,21,-0.0860837671473274,131,0.0838212157126388,0.0988027544744129
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coolhouse","Transitional",17,17,-0.119838587009937,117,0.176191920194401,0.176191920194401
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Hothouse",12,14,-0.370132515469297,25,0.0013109108845453,0.013109108845453
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Warmhouse",12,16,-0.316699416032306,39,0.00435864606051362,0.0217932303025681
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Transitional",12,19,-0.298927023423741,63,0.0202777735014688,0.050694433753672
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coolhouse","Hothouse",18,14,-0.225940284731821,70,0.0175037919616986,0.050694433753672
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Transitional","Hothouse",19,14,-0.0712054920455563,88,0.0525138856174904,0.105027771234981
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coolhouse","Warmhouse",18,16,-0.17250718529483,103,0.0811492506628545,0.116954803262862
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Warmhouse","Hothouse",16,14,-0.0534330994369911,78,0.0818683622840033,0.116954803262862
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Coolhouse",12,18,-0.144192230737476,86,0.181367070253611,0.205573678767497
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coolhouse","Transitional",18,19,-0.154734792686264,141,0.185016310890747,0.205573678767497
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Transitional","Warmhouse",19,16,-0.0177723926085651,137,0.315562864420289,0.315562864420289
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coolhouse","Warmhouse",7,9,-0.128243619006425,14,0.0359721177265917,0.179860588632958
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Transitional","Warmhouse",5,9,-0.407468044018907,8,0.0309740757067406,0.179860588632958
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coldhouse","Warmhouse",5,9,-0.317542832859102,12,0.0912112197258678,0.182422439451736
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coolhouse","Hothouse",7,4,-0.178352625622026,6,0.0781878608798223,0.182422439451736
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Transitional","Hothouse",5,4,-0.457577050634507,4,0.0889547974934913,0.182422439451736
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coldhouse","Hothouse",5,4,-0.367651839474703,5,0.13517207032739,0.225286783878983
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coldhouse","Coolhouse",5,7,-0.189299213852677,15,0.372666533665401,0.465833167081752
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Warmhouse","Hothouse",9,4,-0.050109006615601,15,0.349837812817352,0.465833167081752
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coldhouse","Transitional",5,5,0.0899252111598048,16,0.798302347553686,0.835070402672262
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coolhouse","Transitional",7,5,0.279224425012481,23,0.835070402672262,0.835070402672262
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coldhouse","Warmhouse",6,12,-0.329962739743718,9,0.00653323641526437,0.0326661820763218
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coldhouse","Hothouse",6,6,-0.370132515469297,2,0.00653261338221299,0.0326661820763218
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coldhouse","Transitional",6,8,-0.359972289335474,9,0.030607317477301,0.102024391591003
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coldhouse","Coolhouse",6,8,-0.219933912630796,18,0.238837511992952,0.396217367231151
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coolhouse","Transitional",8,8,-0.140038376704678,28,0.356595630508036,0.396217367231151
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coolhouse","Warmhouse",8,12,-0.110028827112922,40,0.281416876958663,0.396217367231151
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coolhouse","Hothouse",8,6,-0.150198602838501,18,0.238837511992952,0.396217367231151
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Transitional","Hothouse",8,6,-0.0101602261338233,20,0.325689223238196,0.396217367231151
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Warmhouse","Hothouse",12,6,-0.040169775725579,26,0.186798318728218,0.396217367231151
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Transitional","Warmhouse",8,12,0.0300095495917556,45,0.423526792487186,0.423526792487186
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate_polar","Transitional","Hothouse",3,2,-0.336426646625154,0,0.0744573365893828,0.111686004884074
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate_polar","Warmhouse","Hothouse",7,2,-0.312012397657334,1,0.0536732684969056,0.111686004884074
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate_polar","Transitional","Warmhouse",3,7,-0.0244142489678206,6,0.180967383460596,0.180967383460596
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate_polar","Coldhouse","Coolhouse",1,1,-0.0962394931954477,NA,NA,NA
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate_polar","Coldhouse","Transitional",1,3,-0.304725462956201,NA,NA,NA
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate_polar","Coldhouse","Warmhouse",1,7,-0.329139711924021,NA,NA,NA
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate_polar","Coldhouse","Hothouse",1,2,-0.641152109581355,NA,NA,NA
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate_polar","Coolhouse","Transitional",1,3,-0.208485969760753,NA,NA,NA
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate_polar","Coolhouse","Warmhouse",1,7,-0.232900218728574,NA,NA,NA
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate_polar","Coolhouse","Hothouse",1,2,-0.544912616385907,NA,NA,NA
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate","Coldhouse","Warmhouse",21,26,-0.58171123350705,74,1.08080778288184e-05,0.000102485020704566
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate","Coldhouse","Hothouse",21,25,-0.676346173792992,76,2.04970041409133e-05,0.000102485020704566
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate","Coldhouse","Transitional",21,29,-0.493492321771893,115,0.000101602277766414,0.00033867425922138
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate","Coolhouse","Warmhouse",30,26,-0.232384497645141,192,0.000587896080895299,0.00146974020223825
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate","Coolhouse","Hothouse",30,25,-0.327019437931083,187,0.000763958110811169,0.00152791622162234
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate","Coldhouse","Coolhouse",21,30,-0.349326735861909,202,0.0156540471518043,0.0223629245025775
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate","Coolhouse","Transitional",30,29,-0.144165585909984,289,0.0136897137071533,0.0223629245025775
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate","Transitional","Hothouse",29,25,-0.182853852021099,281,0.079987085879857,0.0999838573498212
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate","Transitional","Warmhouse",29,26,-0.0882189117351569,308,0.124089036880339,0.137876707644821
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate","Warmhouse","Hothouse",26,25,-0.0946349402859419,289,0.25177991514458,0.25177991514458
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate_polar","Coolhouse","Hothouse",19,13,-0.364809688664553,25,8.48878816016659e-05,0.000848878816016659
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate_polar","Coldhouse","Hothouse",10,13,-0.651842851593797,13,0.000701837227405907,0.00350918613702953
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate_polar","Coldhouse","Warmhouse",10,17,-0.427223269207799,30,0.00310553165483461,0.00776382913708652
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate_polar","Transitional","Hothouse",16,13,-0.265827585797429,41,0.00306443124715756,0.00776382913708652
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate_polar","Coolhouse","Warmhouse",19,17,-0.140190106278555,82,0.00615179026898647,0.0102529837816441
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate_polar","Warmhouse","Hothouse",17,13,-0.224619582385998,50,0.00601769298373001,0.0102529837816441
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate_polar","Coldhouse","Transitional",10,16,-0.386015265796368,40,0.0186788726369101,0.0266841037670144
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate_polar","Coldhouse","Coolhouse",10,19,-0.287033162929244,67,0.103512804078468,0.129391005098084
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate_polar","Coolhouse","Transitional",19,16,-0.098982102867124,118,0.133651287607501,0.133651287607501
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k1_tropical_temperate_polar","Transitional","Warmhouse",16,17,-0.0412080034114314,103,0.120857278152923,0.133651287607501
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate","Coolhouse","Hothouse",18,12,-0.418120252899453,32,0.00069632548865336,0.0069632548865336
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate","Coldhouse","Hothouse",12,12,-0.585107495351098,21,0.00177491931745678,0.00887459658728392
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate","Coldhouse","Warmhouse",12,17,-0.353659631843202,47,0.00790438849634827,0.0197609712408707
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate","Coolhouse","Warmhouse",18,17,-0.186672389391556,79,0.00763604907376848,0.0197609712408707
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate","Coldhouse","Transitional",12,17,-0.385560938071014,55,0.0197445037280174,0.0382059836531831
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate","Coolhouse","Transitional",18,17,-0.218573695619368,92,0.0229235901919099,0.0382059836531831
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate","Transitional","Hothouse",17,12,-0.199546557280084,71,0.0884177779413943,0.126311111344849
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate","Warmhouse","Hothouse",17,12,-0.231447863507896,76,0.129415387402834,0.161769234253543
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate","Transitional","Warmhouse",17,17,0.0319013062278119,134,0.365259465281764,0.405843850313072
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate","Coldhouse","Coolhouse",12,18,-0.166987242451645,104,0.441105560317235,0.441105560317235
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate_polar","Coldhouse","Warmhouse",5,10,-0.290752662052766,15,0.122311802563492,0.194213364871177
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate_polar","Coldhouse","Hothouse",5,3,-0.605005428769506,3,0.116518991136953,0.194213364871177
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate_polar","Coolhouse","Warmhouse",7,10,-0.0559853870916215,23,0.130870623095178,0.194213364871177
"per_cell_all_cells_OLS","all_cells_slope","Combined","collection5_k2_tropical_temperate_polar","Coolhouse","Hothouse",7,3,-0.370238153808362,4,0.0857301030321637,0.194213364871177
