"cell","tsbin","t","Method","Order.q","SC","qD","qD.LCL","qD.UCL","nT","nOcc","Sobs","Chat","GoodU","Mrate","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","occurrence_no","collection_no","reference_no","bin_midpoint","cell_lng","cell_lat","qD_raw","stage","bin_index","bin","abs_lat","hemisphere","abs_lat_bin_mid","lat_zone","qD_normalized","slope_filter_id","data_role","qc_name"
101,"30.6_101",67.8723677232646,"Extrapolation",0,0.7,37.2932624113475,18.6838632460417,55.9026615766532,47,47,30,0.6012,0.595744680851064,0.366666666666667,19,6,4,1,0,0,0,0,0,0,47,9,6,30.6,-78.7500000007814,17.9259318937287,37.2932624113475,"Rupelian",8,5,17.9259318937287,"Northern",14.532644,"tropical",19.4197159977377,"occurrence5","QC","occurrence5_k1_tropical_temperate"
101,"18.215_101",59.4971631206775,"Extrapolation",0,0.7,36.75,2.33560076898077,71.1643992310193,30,30,24,0.4135,0.4,0.25,18,6,0,0,0,0,0,0,0,0,30,4,3,18.215,-78.7500000007814,17.9259318937287,36.75,"Burdigalian",8,5,17.9259318937287,"Northern",14.532644,"tropical",11.5987120890579,"occurrence5","QC","occurrence5_k1_tropical_temperate"
101,"35.805_101",114.497015766719,"Extrapolation",0,0.7,55.5875949367091,16.088985466404,95.0862044070143,79,79,44,0.6472,0.645569620253165,0.363636363636364,28,5,5,4,2,0,0,0,0,0,79,11,8,35.805,-78.7500000007814,17.9259318937287,55.5875949367091,"Priabonian",8,5,17.9259318937287,"Northern",14.532644,"tropical",23.9791631071726,"occurrence5","QC","occurrence5_k1_tropical_temperate"
101,"77.9_101",10.6598450594796,"Rarefaction",0,0.700000338741993,6.51767039712717,3.71203160807665,9.32330918617769,18,18,8,0.9101,0.888888888888889,0.75,2,4,1,0,1,0,0,0,0,0,18,5,1,77.9,-78.7500000007814,17.9259318937287,6.51767039712717,"Campanian",8,5,17.9259318937287,"Northern",14.532644,"tropical",3.59272799329265,"occurrence5","QC","occurrence5_k1_tropical_temperate"
102,"69.1_102",17.9409944961867,"Rarefaction",0,0.700000436656246,10.1870481134402,8.99197376805961,11.3821224588208,414,414,37,0.9929,0.992753623188406,0.918918918918919,3,17,2,3,1,1,1,0,0,0,414,187,14,69.1,-70.7782823693433,21.1896109382409,10.1870481134402,"Maastrichtian",9,4,21.1896109382409,"Northern",24.73561,"tropical",6.82457143290066,"occurrence5","QC","occurrence5_k1_tropical_temperate"
102,"1.29585_102",198.596095021162,"Rarefaction",0,0.699999979405182,103.004873012709,83.342151189008,122.667594836411,230,230,112,0.7268,0.726086956521739,0.4375,63,20,12,8,3,2,2,1,0,1,230,27,6,1.29585,-70.7782823693433,21.1896109382409,103.004873012709,"Pleistocene",9,4,21.1896109382409,"Northern",24.73561,"tropical",34.0594199454342,"occurrence5","QC","occurrence5_k1_tropical_temperate"
102,"14.9_102",220.089038126861,"Extrapolation",0,0.7,103.900576067033,79.9898574533858,127.811294680681,201,201,98,0.6825,0.681592039800995,0.346938775510204,64,19,5,1,0,1,2,1,1,2,201,15,20,14.9,-70.7782823693433,21.1896109382409,103.900576067033,"Langhian",9,4,21.1896109382409,"Northern",24.73561,"tropical",58.9158503436717,"occurrence5","QC","occurrence5_k1_tropical_temperate"
102,"18.215_102",233.153165239521,"Extrapolation",0,0.7,122.082099827885,86.0903908369084,158.073808818862,166,166,99,0.61,0.608433734939759,0.343434343434343,65,21,3,5,0,5,0,0,0,0,166,19,20,18.215,-70.7782823693433,21.1896109382409,122.082099827885,"Burdigalian",9,4,21.1896109382409,"Northern",24.73561,"tropical",38.5304796498303,"occurrence5","QC","occurrence5_k1_tropical_temperate"
102,"6.2895_102",154.510699418716,"Rarefaction",0,0.699999987768063,82.5590009737625,78.4203679997116,86.6976339478134,2132,2132,240,0.9667,0.966697936210131,0.704166666666667,71,29,24,16,9,8,10,5,6,4,2132,134,28,6.2895,-70.7782823693433,21.1896109382409,82.5590009737625,"Messinian",9,4,21.1896109382409,"Northern",24.73561,"tropical",53.8960909154069,"occurrence5","QC","occurrence5_k1_tropical_temperate"
102,"21.745_102",3.81493565506672,"Rarefaction",0,0.8,2.72597426202669,1.32817070756986,4.12377781648352,5,5,3,0.9,0.8,0.666666666666667,1,2,0,0,0,0,0,0,0,0,5,3,1,21.745,-70.7782823693433,21.1896109382409,2.72597426202669,"Aquitanian",9,4,21.1896109382409,"Northern",24.73561,"tropical",4.38933410641162,"occurrence5","QC","occurrence5_k1_tropical_temperate"
102,"77.9_102",29.2259195559269,"Rarefaction",0,0.699999770508876,18.0084620875334,11.3284860217771,24.6884381532897,37,37,20,0.7938,0.783783783783784,0.6,8,7,5,0,0,0,0,0,0,0,37,11,7,77.9,-70.7782823693433,21.1896109382409,18.0084620875334,"Campanian",9,4,21.1896109382409,"Northern",24.73561,"tropical",9.92678394515755,"occurrence5","QC","occurrence5_k1_tropical_temperate"
102,"172.8_102",3.81493565506672,"Rarefaction",0,0.8,2.72597426202669,0.914702723056923,4.53724580099646,5,5,3,0.9,0.8,0.666666666666667,1,2,0,0,0,0,0,0,0,0,5,4,1,172.8,-70.7782823693433,21.1896109382409,2.72597426202669,"Aalenian",9,4,21.1896109382409,"Northern",24.73561,"tropical",3.56965050265638,"occurrence5","QC","occurrence5_k1_tropical_temperate"
102,"4.4665_102",267.113339934338,"Rarefaction",0,0.700000017646997,141.498096078337,130.692562511688,152.303629644987,994,994,257,0.9106,0.91046277665996,0.653696498054475,89,49,32,17,16,5,15,5,4,5,994,76,32,4.4665,-70.7782823693433,21.1896109382409,141.498096078337,"Zanclean",9,4,21.1896109382409,"Northern",24.73561,"tropical",59.7179520422479,"occurrence5","QC","occurrence5_k1_tropical_temperate"
102,"9.438_102",211.238046730273,"Rarefaction",0,0.700000013843094,108.143955208398,100.485899634064,115.802010782733,1374,1374,258,0.9331,0.933042212518195,0.643410852713178,92,33,31,31,11,5,10,2,5,3,1374,84,32,9.438,-70.7782823693433,21.1896109382409,108.143955208398,"Tortonian",9,4,21.1896109382409,"Northern",24.73561,"tropical",56.7874814283569,"occurrence5","QC","occurrence5_k1_tropical_temperate"
103,"106.85_103",57.0693250005048,"Rarefaction",0,0.69999996042204,31.6133478847049,26.5737838157146,36.6529119536951,132,132,46,0.88,0.878787878787879,0.652173913043478,16,11,6,6,0,1,2,4,0,0,132,37,9,106.85,-64.0604123434548,26.6096361724813,31.6133478847049,"Albian",9,4,26.6096361724813,"Northern",24.73561,"tropical",15.0459108810796,"occurrence5","QC","occurrence5_k1_tropical_temperate"
103,"146.15_103",12.6152098358547,"Extrapolation",0,0.7,6.8,1.30132379634216,12.2986762036578,8,8,5,0.5435,0.5,0.2,4,0,0,1,0,0,0,0,0,0,8,4,2,146.15,-64.0604123434548,26.6096361724813,6.8,"Tithonian",9,4,26.6096361724813,"Northern",24.73561,"tropical",9.85088154419568,"occurrence5","QC","occurrence5_k1_tropical_temperate"
103,"188.55_103",8.67109431668752,"Extrapolation",0,0.7,4.225,2.17255997746219,6.27744002253781,8,8,4,0.6719,0.625,0.25,3,0,0,0,1,0,0,0,0,0,8,7,1,188.55,-64.0604123434548,26.6096361724813,4.225,"Pliensbachian",9,4,26.6096361724813,"Northern",24.73561,"tropical",8.53528700926642,"occurrence5","QC","occurrence5_k1_tropical_temperate"
103,"196.2_103",37.1478163936543,"Extrapolation",0,0.7,19.7534482758621,5.60581628700761,33.9010802647166,29,29,17,0.6303,0.620689655172414,0.352941176470588,11,4,0,1,0,1,0,0,0,0,29,16,4,196.2,-64.0604123434548,26.6096361724813,19.7534482758621,"Sinemurian",9,4,26.6096361724813,"Northern",24.73561,"tropical",37.3783584056185,"occurrence5","QC","occurrence5_k1_tropical_temperate"
103,"97.2_103",93.0854191737647,"Extrapolation",0,0.7,50.8911877394636,34.9853305732611,66.7970449056662,87,87,49,0.6813,0.67816091954023,0.428571428571429,28,12,4,2,3,0,0,0,0,0,87,23,9,97.2,-64.0604123434548,26.6096361724813,50.8911877394636,"Cenomanian",9,4,26.6096361724813,"Northern",24.73561,"tropical",73.3305671220057,"occurrence5","QC","occurrence5_k1_tropical_temperate"
104,"97.2_104",77.770356044461,"Rarefaction",0,0.699999958241209,42.2342997192711,34.7554509745936,49.7131484639487,136,136,56,0.8099,0.808823529411765,0.535714285714286,26,10,8,6,0,3,1,1,1,0,136,29,1,97.2,-56.84774841596,31.4913266269003,42.2342997192711,"Cenomanian",10,3,31.4913266269003,"Northern",35.905157,"temperate",60.8566097193541,"occurrence5","QC","occurrence5_k1_tropical_temperate"
104,"196.2_104",18.9682074040626,"Rarefaction",0,0.700000091159426,10.7357783573581,7.44121012257846,14.0303465921378,51,51,17,0.8651,0.862745098039216,0.588235294117647,7,3,1,2,1,1,0,2,0,0,51,17,3,196.2,-56.84774841596,31.4913266269003,10.7357783573581,"Sinemurian",10,3,31.4913266269003,"Northern",35.905157,"temperate",20.3147200225779,"occurrence5","QC","occurrence5_k1_tropical_temperate"
104,"106.85_104",90.5682176533525,"Rarefaction",0,0.699999980715899,43.4241421965606,34.058232620504,52.7900517726171,260,260,79,0.8466,0.846153846153846,0.493670886075949,40,14,8,5,3,1,0,2,0,0,260,69,22,106.85,-56.84774841596,31.4913266269003,43.4241421965606,"Albian",10,3,31.4913266269003,"Northern",35.905157,"temperate",20.6670858132329,"occurrence5","QC","occurrence5_k1_tropical_temperate"
104,"216.5_104",4.26713530231227,"Rarefaction",0,0.700000550903986,2.65885388146751,1.98196660828373,3.33574115465129,112,112,16,0.911,0.910714285714286,0.375,10,2,0,1,0,0,1,0,0,0,112,98,5,216.5,-56.84774841596,31.4913266269003,2.65885388146751,"Norian",10,3,31.4913266269003,"Northern",35.905157,"temperate",2.70876998185071,"occurrence5","QC","occurrence5_k1_tropical_temperate"
104,"166.75_104",22.4373968468516,"Rarefaction",0,0.700000144030639,11.9460357017631,10.7853628695278,13.1067085339983,588,588,40,0.9881,0.988095238095238,0.825,7,4,4,1,3,2,3,3,1,0,588,180,7,166.75,-56.84774841596,31.4913266269003,11.9460357017631,"Bathonian",10,3,31.4913266269003,"Northern",35.905157,"temperate",9.76907989996498,"occurrence5","QC","occurrence5_k1_tropical_temperate"
104,"69.1_104",93.8080592027104,"Rarefaction",0,0.699999900901681,50.7262457267178,45.6165451287619,55.8359463246737,377,377,91,0.9367,0.936339522546419,0.736263736263736,24,23,11,5,4,3,5,5,3,2,377,24,2,69.1,-56.84774841596,31.4913266269003,50.7262457267178,"Maastrichtian",10,3,31.4913266269003,"Northern",35.905157,"temperate",33.9828460246615,"occurrence5","QC","occurrence5_k1_tropical_temperate"
104,"84.65_104",27.8129674216125,"Rarefaction",0,0.700000107677132,13.6417414986525,9.40104809859725,17.8824348987078,86,86,25,0.874,0.872093023255814,0.56,11,7,0,1,3,1,0,1,0,0,86,39,6,84.65,-56.84774841596,31.4913266269003,13.6417414986525,"Santonian",10,3,31.4913266269003,"Northern",35.905157,"temperate",19.9163289571831,"occurrence5","QC","occurrence5_k1_tropical_temperate"
104,"169.55_104",34.015446494909,"Rarefaction",0,0.700000109677992,18.176406413005,15.8011796345846,20.5516331914255,410,410,52,0.9562,0.95609756097561,0.653846153846154,18,5,4,4,1,3,3,0,3,1,410,141,7,169.55,-56.84774841596,31.4913266269003,18.176406413005,"Bajocian",10,3,31.4913266269003,"Northern",35.905157,"temperate",13.3587781662998,"occurrence5","QC","occurrence5_k1_tropical_temperate"
104,"163.4_104",18.8772906425456,"Rarefaction",0,0.699999816593507,9.98907751411327,6.90583281104885,13.0723222171777,44,44,15,0.8924,0.886363636363636,0.666666666666667,5,6,1,0,1,0,0,1,0,0,44,20,3,163.4,-56.84774841596,31.4913266269003,9.98907751411327,"Callovian",10,3,31.4913266269003,"Northern",35.905157,"temperate",16.6686530551773,"occurrence5","QC","occurrence5_k1_tropical_temperate"
105,"69.1_105",148.597151145406,"Rarefaction",0,0.699999931131974,84.4032280231629,79.488756937496,89.3176991088298,727,727,145,0.9602,0.960110041265475,0.8,29,21,18,9,12,9,6,8,7,8,727,14,3,69.1,-48.8251694023272,35.9866632612797,84.4032280231629,"Maastrichtian",10,3,35.9866632612797,"Northern",35.905157,"temperate",56.5439421113085,"occurrence5","QC","occurrence5_k1_tropical_temperate"
105,"188.55_105",1.92929428249266,"Rarefaction",0,0.700001748342301,1.43731495646713,0.408454374882937,2.46617553805133,18,18,4,0.9006,0.888888888888889,0.5,2,0,1,0,0,0,0,0,0,0,18,17,1,188.55,-48.8251694023272,35.9866632612797,1.43731495646713,"Pliensbachian",10,3,35.9866632612797,"Northern",35.905157,"temperate",2.9036439470197,"occurrence5","QC","occurrence5_k1_tropical_temperate"
105,"169.55_105",56.8696837888108,"Extrapolation",0,0.7,32.1051724137932,2.92340362593283,61.2869412016535,29,29,21,0.4924,0.482758620689655,0.285714285714286,15,4,2,0,0,0,0,0,0,0,29,5,3,169.55,-48.8251694023272,35.9866632612797,32.1051724137932,"Bajocian",10,3,35.9866632612797,"Northern",35.905157,"temperate",23.5957464045153,"occurrence5","QC","occurrence5_k1_tropical_temperate"
105,"179.45_105",5.99994714508975,"Rarefaction",0,1,1,1,1,6,6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,6,6,1,179.45,-48.8251694023272,35.9866632612797,1,"Toarcian",10,3,35.9866632612797,"Northern",35.905157,"temperate",2.24263345103268,"occurrence5","QC","occurrence5_k1_tropical_temperate"
105,"196.2_105",33.8913658527892,"Extrapolation",0,0.7,15.9588235294118,0.963562479484422,30.9540845793391,17,17,10,0.5955,0.588235294117647,0.3,7,1,1,0,1,0,0,0,0,0,17,8,4,196.2,-48.8251694023272,35.9866632612797,15.9588235294118,"Sinemurian",10,3,35.9866632612797,"Northern",35.905157,"temperate",30.1979997256119,"occurrence5","QC","occurrence5_k1_tropical_temperate"
105,"163.4_105",10.8255095953532,"Extrapolation",0,0.7,7.1,0.118539460781492,14.0814605392185,8,8,6,0.5625,0.5,0.333333333333333,4,2,0,0,0,0,0,0,0,0,8,2,1,163.4,-48.8251694023272,35.9866632612797,7.1,"Callovian",10,3,35.9866632612797,"Northern",35.905157,"temperate",11.8476842856159,"occurrence5","QC","occurrence5_k1_tropical_temperate"
105,"77.9_105",97.8544023518478,"Rarefaction",0,0.699999909893367,52.9526346773962,46.7834546123479,59.1218147424445,476,476,108,0.9161,0.915966386554622,0.62962962962963,40,18,9,7,4,5,2,2,4,3,476,26,4,77.9,-48.8251694023272,35.9866632612797,52.9526346773962,"Campanian",10,3,35.9866632612797,"Northern",35.905157,"temperate",29.1890202069647,"occurrence5","QC","occurrence5_k1_tropical_temperate"
106,"77.9_106",132.498850055587,"Rarefaction",0,0.69999997953056,71.0465779841358,65.3237163293984,76.7694396388731,821,821,147,0.9501,0.950060901339829,0.72108843537415,41,19,18,10,10,5,5,11,3,4,821,70,19,77.9,-41.550045338151,39.966949304919,71.0465779841358,"Campanian",10,3,39.966949304919,"Northern",35.905157,"temperate",39.1629238667488,"occurrence5","QC","occurrence5_k1_tropical_temperate"
107,"265.59_107",28.4715579704353,"Rarefaction",0,0.699999833885952,16.1233327362769,13.8369715312315,18.4096939413222,215,215,35,0.9537,0.953488372093023,0.714285714285714,10,5,5,0,1,1,0,1,3,0,215,42,2,265.59,-32.660645445665,42.9777833328316,16.1233327362769,"Wordian",11,2,42.9777833328316,"Northern",49.126503,"temperate",20.5620597481877,"occurrence5","QC","occurrence5_k1_tropical_temperate"
107,"286.7_107",55.9912177136248,"Rarefaction",0,0.69999994811492,31.8353877018206,26.6603398756626,37.0104355279786,108,108,43,0.8441,0.842592592592593,0.604651162790698,17,9,5,4,7,0,1,0,0,0,108,19,4,286.7,-32.660645445665,42.9777833328316,31.8353877018206,"Artinskian",11,2,42.9777833328316,"Northern",49.126503,"temperate",42.7353506729185,"occurrence5","QC","occurrence5_k1_tropical_temperate"
108,"270.65_108",50.1177017892385,"Rarefaction",0,0.69999999273773,25.926861409292,21.3940994160365,30.4596234025476,169,169,47,0.8942,0.893491124260355,0.617021276595745,18,10,7,2,1,1,1,2,2,0,169,62,8,270.65,-23.2376154155798,44.5296219666568,25.926861409292,"Roadian",11,2,44.5296219666568,"Northern",49.126503,"temperate",22.6877297427667,"occurrence5","QC","occurrence5_k1_tropical_temperate"
11,"9.438_11",38.9089448506731,"Rarefaction",0,0.700000040968646,21.9154258843014,18.3873832850333,25.4434684835696,204,204,40,0.9462,0.946078431372549,0.725,11,2,6,4,2,2,3,3,2,1,204,31,3,9.438,-162.165568936319,52.5833589677811,21.9154258843014,"Tortonian",11,2,52.5833589677811,"Northern",49.126503,"temperate",11.5080111320235,"occurrence5","QC","occurrence5_k1_tropical_temperate"
110,"1.29585_110",556.416407478588,"Rarefaction",0,0.700000007397507,302.42697373511,272.704805260312,332.149142209909,658,658,331,0.7359,0.735562310030395,0.474320241691843,174,65,44,28,14,3,2,1,0,0,658,17,8,1.29585,-78.7500000005551,10.8100218778118,302.42697373511,"Pleistocene",8,5,10.8100218778118,"Northern",14.532644,"tropical",100,"occurrence5","QC","occurrence5_k1_tropical_temperate"
110,"21.745_110",113.180551581555,"Rarefaction",0,0.699999979514216,62.1045059669708,55.3099378787582,68.8990740551833,361,361,100,0.9284,0.92797783933518,0.74,26,25,13,11,4,4,5,3,2,2,361,33,7,21.745,-78.7500000005551,10.8100218778118,62.1045059669708,"Aquitanian",8,5,10.8100218778118,"Northern",14.532644,"tropical",100,"occurrence5","QC","occurrence5_k1_tropical_temperate"
110,"35.805_110",38.9384765161258,"Rarefaction",0,0.700000083296214,22.1831820960291,18.451490331527,25.9148738605312,111,111,34,0.9112,0.90990990990991,0.705882352941177,10,8,2,5,2,4,0,2,1,0,111,13,5,35.805,-78.7500000005551,10.8100218778118,22.1831820960291,"Priabonian",8,5,10.8100218778118,"Northern",14.532644,"tropical",9.56929585319246,"occurrence5","QC","occurrence5_k1_tropical_temperate"
110,"4.4665_110",365.224027752163,"Rarefaction",0,0.69999998948836,185.090263086708,167.723906164446,202.456620008969,742,742,273,0.8142,0.814016172506739,0.494505494505495,138,51,24,14,13,7,8,4,5,1,742,67,16,4.4665,-78.7500000005551,10.8100218778118,185.090263086708,"Zanclean",8,5,10.8100218778118,"Northern",14.532644,"tropical",78.1156196503149,"occurrence5","QC","occurrence5_k1_tropical_temperate"
110,"3.09_110",319.826231360789,"Rarefaction",0,0.700000021962693,171.097326801551,163.076148272975,179.118505330126,1834,1834,364,0.9379,0.937840785169029,0.686813186813187,114,68,36,23,15,17,8,9,12,10,1834,72,27,3.09,-78.7500000005551,10.8100218778118,171.097326801551,"Piacenzian",8,5,10.8100218778118,"Northern",14.532644,"tropical",67.137178071892,"occurrence5","QC","occurrence5_k1_tropical_temperate"
110,"9.438_110",207.37795669215,"Rarefaction",0,0.700000015369051,110.027118336419,105.863347312475,114.190889360364,4744,4744,358,0.9796,0.979553119730186,0.729050279329609,97,46,23,17,12,16,5,11,9,4,4744,221,34,9.438,-78.7500000005551,10.8100218778118,110.027118336419,"Tortonian",8,5,10.8100218778118,"Northern",14.532644,"tropical",57.7763493771293,"occurrence5","QC","occurrence5_k1_tropical_temperate"
110,"6.2895_110",284.516403713734,"Rarefaction",0,0.699999983224927,153.18179773621,139.837657015271,166.52593845715,745,745,244,0.8606,0.860402684563758,0.573770491803279,104,42,20,23,16,7,13,4,4,6,745,46,8,6.2895,-78.7500000005551,10.8100218778118,153.18179773621,"Messinian",8,5,10.8100218778118,"Northern",14.532644,"tropical",100,"occurrence5","QC","occurrence5_k1_tropical_temperate"
110,"18.215_110",126.90220611478,"Rarefaction",0,0.699999971326675,64.509379394101,51.5692526737019,77.4495061145,158,158,73,0.7548,0.753164556962025,0.465753424657534,39,21,3,0,4,3,1,0,1,0,158,21,7,18.215,-78.7500000005551,10.8100218778118,64.509379394101,"Burdigalian",8,5,10.8100218778118,"Northern",14.532644,"tropical",20.3598835002988,"occurrence5","QC","occurrence5_k1_tropical_temperate"
110,"25.17_110",166.288324518949,"Rarefaction",0,0.700000035563634,93.6555413934634,80.7154162350409,106.595666551886,189,189,100,0.7425,0.740740740740741,0.51,49,32,7,7,3,2,0,0,0,0,189,22,8,25.17,-78.7500000005551,10.8100218778118,93.6555413934634,"Chattian",8,5,10.8100218778118,"Northern",14.532644,"tropical",53.031498509133,"occurrence5","QC","occurrence5_k1_tropical_temperate"
110,"12.725_110",292.066471917642,"Extrapolation",0,0.7,150.401421800952,127.864177574157,172.938666027746,211,211,123,0.6219,0.62085308056872,0.349593495934959,80,24,9,6,0,0,2,0,2,0,211,17,15,12.725,-78.7500000005551,10.8100218778118,150.401421800952,"Serravallian",8,5,10.8100218778118,"Northern",14.532644,"tropical",69.4804116900238,"occurrence5","QC","occurrence5_k1_tropical_temperate"
