"cell","tsbin","t","Method","Order.q","SC","qD","qD.LCL","qD.UCL","nT","nOcc","Sobs","Chat","GoodU","Mrate","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","occurrence_no","collection_no","reference_no","bin_midpoint","cell_lng","cell_lat","qD_raw","stage","bin_index","bin","abs_lat","hemisphere","abs_lat_bin_mid","lat_zone","qD_normalized","slope_filter_id","data_role"
101,"134.825_101",14.6051584048355,"Rarefaction",0,0.941176470588235,1.85912696499033,1.07074456229123,2.64750936768942,17,17,2,1,0.941176470588235,0.5,1,0,0,0,0,0,0,0,0,0,17,17,1,134.825,-32.9151075571073,79.8413809668959,1.85912696499033,"Valanginian",12,1,79.8413809668959,"Northern",73.221345,"polar",1.29487964134465,"collection5","slope"
1010,"140.075_1010",4.89996596386074,"Rarefaction",0,0.699995137694391,3.5285568416546,1.63417220006713,5.42294148324206,8,8,4,1,1,1,0,4,0,0,0,0,0,0,0,0,8,7,1,140.075,-57.1433856840378,20.7783298047592,3.5285568416546,"Berriasian",9,4,20.7783298047592,"Northern",24.73561,"tropical",7.21454122796601,"collection5","slope"
1010,"134.825_1010",6.65936346950002,"Rarefaction",0,0.699999333634677,4.25982864468002,2.97548610550396,5.54417118385607,20,20,6,0.9548,0.95,0.833333333333333,1,1,1,1,2,0,0,0,0,0,20,6,1,134.825,-57.1433856840378,20.7783298047592,4.25982864468002,"Valanginian",9,4,20.7783298047592,"Northern",24.73561,"tropical",2.96696540445349,"collection5","slope"
1011,"134.825_1011",5.37114991602966,"Rarefaction",0,0.699999472452087,3.23527131528114,2.07878076713944,4.39176186342284,42,42,10,0.8347,0.833333333333333,0.3,7,0,0,0,1,0,0,0,0,0,42,28,3,134.825,-54.7651984065092,22.2642809381066,3.23527131528114,"Valanginian",9,4,22.2642809381066,"Northern",24.73561,"tropical",2.25336248641074,"collection5","slope"
1016,"232.15_1016",22.9825793759555,"Rarefaction",0,0.700000011157188,12.8477638428508,8.00169833223377,17.6938293534679,36,36,16,0.8117,0.805555555555556,0.5625,7,4,3,0,1,0,1,0,0,0,36,20,3,232.15,-42.4258287762453,29.1609394153655,12.8477638428508,"Carnian",9,4,29.1609394153655,"Northern",24.73561,"tropical",5.04064208672541,"collection5","slope"
1021,"311.1_1021",16.8707911705256,"Extrapolation",0,0.7,10.9,0,24.440600898012,12,12,9,0.5417,0.5,0.333333333333333,6,3,0,0,0,0,0,0,0,0,12,6,3,311.1,-28.1905245151207,34.5127683989232,10.9,"Moscovian",10,3,34.5127683989232,"Northern",35.905157,"temperate",10.3448468370895,"collection5","slope"
1026,"239.232_1026",4.11333131288926,"Rarefaction",0,0.699999923468028,2.50923339192716,0.943699596494986,4.07476718735934,12,12,4,0.9389,0.916666666666667,0.75,1,2,0,0,0,0,1,0,0,0,12,8,2,239.232,-12.4592527444432,37.3110923866619,2.50923339192716,"Ladinian",10,3,37.3110923866619,"Northern",35.905157,"temperate",1.67666865222956,"collection5","slope"
1029,"216.5_1029",9.45288765060286,"Extrapolation",0,0.7,5.4875,1.25894193764508,9.71605806235492,8,8,5,0.6576,0.625,0.4,3,1,1,0,0,0,0,0,0,0,8,6,3,216.5,-76.3757263098853,7.24027666827187,5.4875,"Norian",7,6,7.24027666827187,"Northern",4.797034,"tropical",4.05546411932398,"collection5","slope"
1029,"35.805_1029",166.232633657657,"Rarefaction",0,0.699999998864228,86.5261390410423,73.8469536865366,99.205324395548,220,220,101,0.7601,0.759090909090909,0.475247524752475,53,24,6,6,4,5,0,2,0,0,220,28,10,35.805,-76.3757263098853,7.24027666827187,86.5261390410423,"Priabonian",7,6,7.24027666827187,"Northern",4.797034,"tropical",43.2326921907058,"collection5","slope"
1029,"9.438_1029",208.356333868563,"Rarefaction",0,0.699999967006264,118.767049522788,102.890815262803,134.643283782773,234,234,126,0.7364,0.735042735042735,0.507936507936508,62,36,17,8,2,0,1,0,0,0,234,8,7,9.438,-76.3757263098853,7.24027666827187,118.767049522788,"Tortonian",7,6,7.24027666827187,"Northern",4.797034,"tropical",54.9715814565609,"collection5","slope"
1029,"25.17_1029",144.34993050398,"Rarefaction",0,0.699999985700511,80.9924610801576,70.1844274489145,91.8004947114006,174,174,89,0.7605,0.758620689655172,0.528089887640449,42,29,6,6,5,0,1,0,0,0,174,22,9,25.17,-76.3757263098853,7.24027666827187,80.9924610801576,"Chattian",7,6,7.24027666827187,"Northern",4.797034,"tropical",50.7088335999228,"collection5","slope"
1029,"21.745_1029",141.785191183601,"Rarefaction",0,0.699999997462738,77.5602755715524,68.7965907563888,86.3239603867159,392,392,122,0.8932,0.892857142857143,0.655737704918033,42,26,15,12,3,8,4,4,1,4,392,42,11,21.745,-76.3757263098853,7.24027666827187,77.5602755715524,"Aquitanian",7,6,7.24027666827187,"Northern",4.797034,"tropical",100,"collection5","slope"
1031,"188.55_1031",34.0651552622439,"Rarefaction",0,0.699999993604516,18.3141806109724,15.5442073509126,21.0841538710321,170,170,35,0.9475,0.947058823529412,0.742857142857143,9,6,4,3,4,2,1,1,0,2,170,73,4,188.55,-71.5522208037231,9.66368236649639,18.3141806109724,"Pliensbachian",8,5,9.66368236649639,"Northern",14.532644,"tropical",34.7240574665002,"collection5","slope"
1031,"12.725_1031",87.6385162796153,"Extrapolation",0,0.7,51.1000000000001,41.6724278645686,60.5275721354317,81,81,49,0.6712,0.666666666666667,0.448979591836735,27,15,5,1,1,0,0,0,0,0,81,12,11,12.725,-71.5522208037231,9.66368236649639,51.1000000000001,"Serravallian",8,5,9.66368236649639,"Northern",14.532644,"tropical",12.9525134577478,"collection5","slope"
1032,"21.745_1032",20.9126998844215,"Rarefaction",0,0.699999768019864,11.8424738581425,1.73626439013099,21.948683326154,29,29,14,0.7634,0.758620689655172,0.5,7,2,4,0,0,1,0,0,0,0,29,8,4,21.745,-69.0632165161894,10.8302606709666,11.8424738581425,"Aquitanian",8,5,10.8302606709666,"Northern",14.532644,"tropical",15.2687361808267,"collection5","slope"
1032,"18.215_1032",131.525973450242,"Rarefaction",0,0.69999999470374,67.2837734060334,62.1887516348912,72.3787951771755,1128,1128,170,0.953,0.953014184397163,0.688235294117647,53,21,19,12,10,12,1,6,3,3,1128,132,9,18.215,-69.0632165161894,10.8302606709666,67.2837734060334,"Burdigalian",8,5,10.8302606709666,"Northern",14.532644,"tropical",17.0896808385186,"collection5","slope"
1032,"14.9_1032",97.3410029312065,"Rarefaction",0,0.700000036995245,51.0480315831919,47.2819308820913,54.8141322842924,978,978,123,0.9683,0.968302658486708,0.747967479674797,31,16,10,5,8,3,10,7,4,2,978,104,2,14.9,-69.0632165161894,10.8302606709666,51.0480315831919,"Langhian",8,5,10.8302606709666,"Northern",14.532644,"tropical",31.1155547768196,"collection5","slope"
1032,"9.438_1032",82.6792175975825,"Rarefaction",0,0.70000004452911,42.4155498740827,35.4394636196318,49.3916361285336,273,273,79,0.8723,0.871794871794872,0.556962025316456,35,17,6,3,4,3,1,1,0,1,273,40,15,9.438,-69.0632165161894,10.8302606709666,42.4155498740827,"Tortonian",8,5,10.8302606709666,"Northern",14.532644,"tropical",19.6321274654599,"collection5","slope"
1033,"18.215_1033",172.787309600509,"Rarefaction",0,0.699999994974696,93.3419140950902,84.0834354571621,102.600392733018,301,301,123,0.8246,0.823920265780731,0.56910569105691,53,33,9,10,6,4,4,3,1,0,301,15,22,18.215,-66.4725645957824,11.9038926137343,93.3419140950902,"Burdigalian",8,5,11.9038926137343,"Northern",14.532644,"tropical",23.7082945856076,"collection5","slope"
1036,"117.3_1036",60.0899237850169,"Rarefaction",0,0.700000042873266,31.577829373846,25.6389158224319,37.5167429252602,81,81,37,0.7811,0.777777777777778,0.513513513513513,18,11,4,2,0,0,0,1,0,0,81,27,7,117.3,-59.5537922777996,16.6327723978989,31.577829373846,"Aptian",8,5,16.6327723978989,"Northern",14.532644,"tropical",20.5978657883054,"collection5","slope"
1036,"216.5_1036",39.0992762760792,"Extrapolation",0,0.7,24.25,0,60.0338045358298,20,20,16,0.4203,0.4,0.25,12,4,0,0,0,0,0,0,0,0,20,6,4,216.5,-59.5537922777996,16.6327723978989,24.25,"Norian",8,5,16.6327723978989,"Northern",14.532644,"tropical",17.9216409828895,"collection5","slope"
1037,"196.2_1037",11.3271658908625,"Rarefaction",0,0.700000258016697,6.25017637682207,4.54063072701118,7.95972202663297,75,75,15,0.9347,0.933333333333333,0.666666666666667,5,4,1,1,0,0,0,0,1,1,75,44,4,196.2,-57.2385410338167,18.1575418765631,6.25017637682207,"Sinemurian",8,5,18.1575418765631,"Northern",14.532644,"tropical",7.96300362650141,"collection5","slope"
1037,"123.585_1037",11.9944341420165,"Rarefaction",0,0.699999766374447,7.02153269327154,5.39559416683425,8.64747121970884,48,48,12,0.9178,0.916666666666667,0.666666666666667,4,0,3,0,3,0,0,0,0,2,48,16,1,123.585,-57.2385410338167,18.1575418765631,7.02153269327154,"Barremian",8,5,18.1575418765631,"Northern",14.532644,"tropical",2.41737991161942,"collection5","slope"
1037,"200.45_1037",27.8668092645342,"Rarefaction",0,0.699999990473783,15.4885064263215,11.823564117692,19.1534487349511,108,108,28,0.8983,0.898148148148148,0.607142857142857,11,1,6,2,2,0,1,1,1,1,108,70,4,200.45,-57.2385410338167,18.1575418765631,15.4885064263215,"Hettangian",8,5,18.1575418765631,"Northern",14.532644,"tropical",27.1622974657058,"collection5","slope"
1038,"196.2_1038",11.4523412299487,"Rarefaction",0,0.700000280789028,6.29722035308664,2.92439894748833,9.67004175868496,18,18,8,0.7901,0.777777777777778,0.5,4,2,0,1,0,1,0,0,0,0,18,13,3,196.2,-54.8933976709282,19.6368390887552,6.29722035308664,"Sinemurian",9,4,19.6368390887552,"Northern",24.73561,"tropical",8.02293975166246,"collection5","slope"
1038,"216.5_1038",191.0981667563,"Extrapolation",0,0.7,98.0192660550447,54.2427372554811,141.795794854608,109,109,68,0.5617,0.559633027522936,0.294117647058824,48,12,3,2,2,0,0,0,0,1,109,24,16,216.5,-54.8933976709282,19.6368390887552,98.0192660550447,"Norian",9,4,19.6368390887552,"Northern",24.73561,"tropical",72.4398389956636,"collection5","slope"
1039,"152_1039",24.8748646104865,"Extrapolation",0,0.7,14.25,2.25776703590031,26.2422329640997,14,14,10,0.5211,0.5,0.3,7,2,1,0,0,0,0,0,0,0,14,6,2,152,-52.5168512834602,21.0836326411185,14.25,"Kimmeridgian",9,4,21.0836326411185,"Northern",24.73561,"tropical",10.2390618883236,"collection5","slope"
1047,"248.3_1047",12.5138690683736,"Rarefaction",0,0.70000009770652,7.12611572079835,2.18694986950147,12.0652815720952,31,31,11,0.8408,0.838709677419355,0.545454545454545,5,1,2,1,0,1,0,1,0,0,31,15,2,248.3,-31.9404343902904,31.4736356606871,7.12611572079835,"Olenekian",10,3,31.4736356606871,"Northern",35.905157,"temperate",7.51185759989068,"collection5","slope"
1047,"250.901_1047",8.99999130382463,"Rarefaction",0,0.699999806751658,4.69999719789905,0.022791006624229,9.37720338917386,10,10,5,0.7207,0.7,0.4,3,1,0,0,1,0,0,0,0,0,10,6,1,250.901,-31.9404343902904,31.4736356606871,4.69999719789905,"Induan",10,3,31.4736356606871,"Northern",35.905157,"temperate",13.658444050014,"collection5","slope"
1048,"311.1_1048",8.42307720182731,"Rarefaction",0,0.700000007320717,5.02051290723517,0,10.1680424083951,12,12,6,0.7643,0.75,0.5,3,1,1,1,0,0,0,0,0,0,12,9,2,311.1,-28.8054204338205,32.1297677366951,5.02051290723517,"Moscovian",10,3,32.1297677366951,"Northern",35.905157,"temperate",4.76481074027329,"collection5","slope"
105,"106.85_105",11.4523412299487,"Rarefaction",0,0.700000280789028,6.29722035308664,0,12.7119318780831,18,18,8,0.7901,0.777777777777778,0.5,4,2,0,1,0,1,0,0,0,0,18,7,1,106.85,-12.5193289949728,71.7122568207371,6.29722035308664,"Albian",12,1,71.7122568207371,"Northern",73.221345,"polar",5.22757840102833,"collection5","slope"
105,"134.825_105",5.79066875859376,"Rarefaction",0,0.70000070421085,3.20114035038859,1.73722815863822,4.66505254213895,31,31,7,0.9395,0.935483870967742,0.714285714285714,2,2,1,0,1,0,0,0,0,0,31,23,4,134.825,-12.5193289949728,71.7122568207371,3.20114035038859,"Valanginian",12,1,71.7122568207371,"Northern",73.221345,"polar",2.22959031140007,"collection5","slope"
1058,"188.55_1058",29.2870574836586,"Rarefaction",0,0.700000046792186,15.9754028364584,14.01977549344,17.9310301794767,294,294,39,0.9661,0.965986394557823,0.743589743589744,10,5,5,2,3,0,0,2,2,1,294,161,3,188.55,-71.6339086555322,7.26849383904672,15.9754028364584,"Pliensbachian",7,6,7.26849383904672,"Northern",4.797034,"tropical",30.2896874245807,"collection5","slope"
106,"134.825_106",6.12500861446067,"Rarefaction",0,0.70000062650623,4.0992450868939,1.68680338025674,6.51168679353107,11,11,5,0.9351,0.909090909090909,0.8,1,2,2,0,0,0,0,0,0,0,11,6,3,134.825,-10.2224746033509,69.5648394796851,4.0992450868939,"Valanginian",12,1,69.5648394796851,"Northern",73.221345,"polar",2.85511915423624,"collection5","slope"
106,"106.85_106",7.87498631893123,"Rarefaction",0,0.699998783904998,5.46388372048513,1.65907163399641,9.26869580697385,10,10,6,0.8615,0.8,0.666666666666667,2,4,0,0,0,0,0,0,0,0,10,5,1,106.85,-10.2224746033509,69.5648394796851,5.46388372048513,"Albian",12,1,69.5648394796851,"Northern",73.221345,"polar",4.53579181311927,"collection5","slope"
1060,"30.6_1060",4.49999888368268,"Rarefaction",0,0.69999990608759,2.99960279275177,1.36029214419478,4.63891344130877,10,10,4,0.9182,0.9,0.75,1,1,1,1,0,0,0,0,0,0,10,10,1,30.6,-66.695026100506,9.60898411424386,2.99960279275177,"Rupelian",8,5,9.60898411424386,"Northern",14.532644,"tropical",1.89209338378304,"collection5","slope"
1060,"25.17_1060",73.8985665951803,"Extrapolation",0,0.7,41.52,24.2167101575498,58.8232898424503,50,50,33,0.5856,0.58,0.363636363636364,21,7,5,0,0,0,0,0,0,0,50,7,3,25.17,-66.695026100506,9.60898411424386,41.52,"Chattian",8,5,9.60898411424386,"Northern",14.532644,"tropical",25.995391953642,"collection5","slope"
1061,"1.29585_1061",97.1336949822886,"Extrapolation",0,0.7,56.824583333333,35.1286155141418,78.5205511525242,75,75,49,0.5924,0.586666666666667,0.36734693877551,31,16,0,1,0,0,0,1,0,0,75,11,4,1.29585,-64.04724820851,10.5993221751266,56.824583333333,"Pleistocene",8,5,10.5993221751266,"Northern",14.532644,"tropical",22.3520152662138,"collection5","slope"
1061,"3.09_1061",474.432563522119,"Rarefaction",0,0.700000008935803,264.008772419566,249.146293797787,278.871251041345,771,771,332,0.8252,0.824902723735409,0.593373493975904,135,82,56,30,14,6,3,4,1,0,771,20,8,3.09,-64.04724820851,10.5993221751266,264.008772419566,"Piacenzian",8,5,10.5993221751266,"Northern",14.532644,"tropical",100,"collection5","slope"
1061,"4.4665_1061",196.169477879573,"Rarefaction",0,0.70000002370187,110.637857000969,98.850115937731,122.425598064207,320,320,139,0.8257,0.825,0.597122302158273,56,34,22,13,9,4,0,0,1,0,320,12,6,4.4665,-64.04724820851,10.5993221751266,110.637857000969,"Zanclean",8,5,10.5993221751266,"Northern",14.532644,"tropical",53.1137557046079,"collection5","slope"
1061,"35.805_1061",25.044345874006,"Extrapolation",0,0.7,13.7833333333334,1.04522170335021,26.5214449633165,15,15,10,0.5516,0.533333333333333,0.3,7,2,0,1,0,0,0,0,0,0,15,5,2,35.805,-64.04724820851,10.5993221751266,13.7833333333334,"Priabonian",8,5,10.5993221751266,"Northern",14.532644,"tropical",6.88682765654488,"collection5","slope"
1064,"77.9_1064",1,"Rarefaction",0,0.707602339181289,1,0.2932641415442,1.7067358584558,19,19,3,0.9526,0.947368421052632,0.666666666666667,1,1,0,0,0,0,0,0,0,0,19,18,2,77.9,-57.3305494923449,15.5462647432579,1,"Campanian",8,5,15.5462647432579,"Northern",14.532644,"tropical",0.678065061915901,"collection5","slope"
1064,"449_1064",16.2554257776182,"Rarefaction",0,0.700000280253117,9.72868037496294,2.36863688743458,17.0887238624913,21,21,11,0.7754,0.761904761904762,0.545454545454545,5,3,2,1,0,0,0,0,0,0,21,5,1,449,-57.3305494923449,15.5462647432579,9.72868037496294,"Katian",8,5,15.5462647432579,"Northern",14.532644,"tropical",4.33601319327325,"collection5","slope"
1064,"455.5_1064",3.1874866737625,"Rarefaction",0,0.699998984667619,2.17321009746821,0.694892966999034,3.65152722793739,7,7,3,0.8929,0.857142857142857,0.666666666666667,1,1,0,1,0,0,0,0,0,0,7,6,2,455.5,-57.3305494923449,15.5462647432579,2.17321009746821,"Sandbian",8,5,15.5462647432579,"Northern",14.532644,"tropical",1.19278148652462,"collection5","slope"
1064,"203.55_1064",31.334952613622,"Extrapolation",0,0.7,17.8153846153846,8.37921369863492,27.2515555321343,26,26,16,0.6302,0.615384615384615,0.375,10,5,0,0,0,1,0,0,0,0,26,15,4,203.55,-57.3305494923449,15.5462647432579,17.8153846153846,"Rhaetian",8,5,15.5462647432579,"Northern",14.532644,"tropical",23.4764641234367,"collection5","slope"
1065,"200.45_1065",8.10638396167131,"Rarefaction",0,0.700000046665204,5.09103833982297,2.46621832385044,7.7158583557955,12,12,6,0.869,0.833333333333333,0.666666666666667,2,3,0,1,0,0,0,0,0,0,12,5,4,200.45,-55.0135258505866,17.0190896094805,5.09103833982297,"Hettangian",8,5,17.0190896094805,"Northern",14.532644,"tropical",8.92818803758773,"collection5","slope"
1066,"146.15_1066",16.2654304123336,"Rarefaction",0,0.70000000849434,8.91785331224993,7.3859856383313,10.4497209861686,120,120,18,0.9837,0.983333333333333,0.888888888888889,2,3,2,3,2,2,0,0,1,0,120,43,1,146.15,-52.671184523879,18.4579072438199,8.91785331224993,"Tithonian",8,5,18.4579072438199,"Northern",14.532644,"tropical",5.03110730232182,"collection5","slope"
1070,"239.232_1070",6.67061324431737,"Rarefaction",0,0.700001687116648,4.38628314387148,2.12950667293278,6.64305961481017,9,9,5,0.8222,0.777777777777778,0.6,2,2,1,0,0,0,0,0,0,0,9,6,1,239.232,-43.0067348885937,23.9200970677096,4.38628314387148,"Ladinian",9,4,23.9200970677096,"Northern",24.73561,"tropical",2.93091247342436,"collection5","slope"
1071,"239.232_1071",17.8663336450388,"Rarefaction",0,0.699999655105567,10.6351930556796,9.0943151117749,12.1760709995843,77,77,16,0.9744,0.974025974025974,0.875,2,1,1,5,2,1,1,1,1,1,77,17,4,239.232,-40.4720715656378,25.1816346567145,10.6351930556796,"Ladinian",9,4,25.1816346567145,"Northern",24.73561,"tropical",7.10643133645382,"collection5","slope"
1072,"239.232_1072",22.2955177655764,"Rarefaction",0,0.700000150437558,12.6461217164394,10.1184340770293,15.1738093558496,111,111,25,0.9197,0.918918918918919,0.64,9,5,0,1,1,1,2,2,1,1,111,45,2,239.232,-37.8751430032608,26.4043884475221,12.6461217164394,"Ladinian",9,4,26.4043884475221,"Northern",24.73561,"tropical",8.4501329858155,"collection5","slope"
1073,"244.082_1073",39.541995032715,"Rarefaction",0,0.700000116929978,21.5928910679638,18.7055921081867,24.480190027741,261,261,46,0.9543,0.954022988505747,0.739130434782609,12,8,5,4,2,1,1,2,3,1,261,106,5,244.082,-35.2073353242478,27.6050026479754,21.5928910679638,"Anisian",9,4,27.6050026479754,"Northern",24.73561,"tropical",25.934327694004,"collection5","slope"
1074,"248.3_1074",33.7220404041914,"Rarefaction",0,0.700000255937677,18.2123892670391,13.3873471796604,23.0374313544178,60,60,24,0.8549,0.85,0.625,9,9,1,2,1,0,0,1,1,0,60,35,2,248.3,-32.4657270122641,28.8487123682809,18.2123892670391,"Olenekian",9,4,28.8487123682809,"Northern",24.73561,"tropical",19.198239277603,"collection5","slope"
1074,"250.901_1074",9.57562517014554,"Rarefaction",0,0.700000545608224,5.61369331587225,3.06759249254073,8.15979413920376,30,30,9,0.9022,0.9,0.666666666666667,3,1,2,1,0,1,0,0,1,0,30,25,3,250.901,-32.4657270122641,28.8487123682809,5.61369331587225,"Induan",9,4,28.8487123682809,"Northern",24.73561,"tropical",16.3136939960418,"collection5","slope"
1077,"428.65_1077",21.8680101178908,"Rarefaction",0,0.700000083315965,11.3688799192797,0,25.8903325086078,24,24,12,0.7154,0.708333333333333,0.416666666666667,7,2,2,0,0,0,1,0,0,0,24,8,1,428.65,-23.4552179998503,31.1496413030314,11.3688799192797,"Homerian",10,3,31.1496413030314,"Northern",35.905157,"temperate",5.11497108407548,"collection5","slope"
1081,"326.85_1081",6.43973077677276,"Rarefaction",0,0.700000102474225,4.03905135020983,3.38143687609387,4.69666582432579,37,37,6,1,1,1,0,0,1,2,0,1,0,0,0,2,37,37,1,326.85,-11.2410127274016,33.0865645831649,4.03905135020983,"Serpukhovian",10,3,33.0865645831649,"Northern",35.905157,"temperate",4.99776717394737,"collection5","slope"
1082,"4.4665_1082",265.689323514407,"Rarefaction",0,0.700000005753251,146.657763213856,133.062613153076,160.252913274637,518,518,202,0.8343,0.833976833976834,0.574257425742574,86,38,25,17,17,12,3,2,1,1,518,19,24,4.4665,-78.7500000002904,1.20452404594223,146.657763213856,"Zanclean",7,6,1.20452404594223,"Northern",4.797034,"tropical",70.4057798901217,"collection5","slope"
1087,"35.805_1087",72.2692240426663,"Extrapolation",0,0.7,43.7121951219513,20.8384683299887,66.5859219139139,41,41,31,0.473,0.463414634146341,0.290322580645161,22,8,1,0,0,0,0,0,0,0,41,8,1,35.805,-66.8691978948211,7.25798731451505,43.7121951219513,"Priabonian",7,6,7.25798731451505,"Northern",4.797034,"tropical",21.8407512184381,"collection5","slope"
1089,"4.4665_1089",150.808329110848,"Rarefaction",0,0.700000009592566,83.742109366988,78.5124012332283,88.9718175007476,790,790,156,0.9507,0.950632911392405,0.75,39,26,8,18,15,5,5,9,4,5,790,29,16,4.4665,-61.9232528172479,9.76038160155549,83.742109366988,"Zanclean",8,5,9.76038160155549,"Northern",14.532644,"tropical",40.2019531078571,"collection5","slope"
1090,"9.438_1090",192.0678959416,"Rarefaction",0,0.700000030294094,99.6508639931423,85.1857684821541,114.115959504131,588,588,178,0.8556,0.855442176870748,0.52247191011236,85,23,21,11,8,5,4,0,4,2,588,25,15,9.438,-59.6929810957321,11.4153525245417,99.6508639931423,"Tortonian",8,5,11.4153525245417,"Northern",14.532644,"tropical",46.123614329281,"collection5","slope"
1092,"216.5_1092",94.3619539905471,"Rarefaction",0,0.700000073128381,52.2855355406412,44.6885263263289,59.8825447549536,195,195,74,0.8419,0.841025641025641,0.581081081081081,31,16,5,7,5,6,4,0,0,0,195,41,13,216.5,-55.1265968470559,14.409329494237,52.2855355406412,"Norian",8,5,14.409329494237,"Northern",14.532644,"tropical",38.6409318168034,"collection5","slope"
1093,"435.75_1093",39.0992762760792,"Extrapolation",0,0.7,24.25,1.96649944472775,46.5335005552723,20,20,16,0.4203,0.4,0.25,12,4,0,0,0,0,0,0,0,0,20,5,2,435.75,-52.813866422304,15.8396036266946,24.25,"Telychian",8,5,15.8396036266946,"Northern",14.532644,"tropical",14.7215168809396,"collection5","slope"
1098,"239.232_1098",12.3077043435662,"Rarefaction",0,0.700000460195178,7.89004900122947,3.86335057227549,11.9167474301835,17,17,9,0.8487,0.823529411764706,0.666666666666667,3,4,2,0,0,0,0,0,0,0,17,7,2,239.232,-40.796040429528,22.5845061764381,7.89004900122947,"Ladinian",9,4,22.5845061764381,"Northern",24.73561,"tropical",5.27212728296923,"collection5","slope"
